,알라딘_순위,제목,알라딘_저자,알라딘_출판사,알라딘_출간일,알라딘_별점,알라딘_장르,상명장르,알라딘_가격
901,"

2.  
",미국인 사용빈도 다반사 영어회화 구동사,"김아영, Jennifer Grill (지은이) ", 사람in , 2023년 2월,5.0,외국어,외국어,"12,600"
902,"

3.  
",키위엔 영어회화 하루 5분의 기적,박강준 (지은이) , 키위엔 , 2022년 12월,5.0,외국어,외국어,"13,650"
903,"

4.  
",해커스 토익 실전 1000제 1 RC Reading 문제집 (리딩),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2023년 1월,0.0,외국어,외국어,"9,520"
904,"

5.  
",거의 모든 행동 표현의 영어,서영조 (지은이) , 사람in , 2022년 3월,5.0,외국어,외국어,"11,200"
905,"

6.  
",영어 회화 핵심패턴 233 (2023개정판),백선엽 (지은이) , 길벗이지톡 , 2023년 1월,5.0,외국어,외국어,"14,400"
906,"

7.  
",영어 회화의 결정적 단어들,서영조 (지은이) , 사람in , 2020년 3월,5.0,외국어,외국어,"10,500"
907,"

8.  
",키다리 아저씨 (한글판 + 영문판),"진 웹스터 (지은이), 허윤정 (옮긴이) ", 더클래식 , 2015년 9월,4.5,외국어,외국어,"1,100"
908,"

9.  
",NEW 일본어 상용한자 2136 한권으로 끝내기,"이이호시 카즈야, 한선희 (지은이) ", 다락원 , 2021년 1월,4.5,외국어,외국어,"19,000"
909,"

10.  
",옥스퍼드 오늘의 단어책,"수지 덴트 (지은이), 고정아 (옮긴이) ", 윌북 , 2023년 1월,4.5,외국어,외국어,"13,900"
910,"

11.  
",영어 회화 핵심패턴 233 중고급편(2023개정판),조이스 백 (지은이) , 길벗이지톡 , 2023년 1월,5.0,외국어,외국어,"14,400"
911,"

12.  
",센스 있는 영어 표현,에디 리 (지은이) , 넥서스 , 2022년 12월,5.0,외국어,외국어,"9,100"
912,"

13.  
",해커스 그래머 게이트웨이 베이직 : 초보를 위한 기초 영문법 (Grammar Gateway Basic),David Cho (지은이) , 해커스어학연구소(Hackers) , 2022년 8월,5.0,외국어,외국어,"10,430"
913,"

14.  
",JLPT(일본어능력시험) 한권으로 끝내기 N3,"이치우, 기타지마 치즈코 (지은이) ", 다락원 , 2021년 11월,4.0,외국어,외국어,"20,500"
914,"

15.  
",해커스 토익 실전 1000제 1 LC Listening 문제집 (리스닝),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2023년 1월,0.0,외국어,외국어,"9,520"
915,"

16.  
",해커스톡 영어회화 10분의 기적 : 미국에서 당장 써먹는 영어,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2022년 7월,5.0,외국어,외국어,"9,680"
916,"

17.  
",프랑켄슈타인 (한글+영문),"메리 셸리 (지은이), 구자언 (옮긴이) ", 미르북컴퍼니 , 2014년 6월,4.0,외국어,외국어,"1,100"
917,"

18.  
",거의 모든 숫자 표현의 영어,"조나단 데이비스, 유현정 (지은이) ", 사람in , 2020년 6월,5.0,외국어,외국어,"10,500"
918,"

19.  
",지킬 박사와 하이드 (한글+영문),로버트 루이스 스티븐슨 (지은이) , 미르북컴퍼니 , 2014년 6월,0.0,외국어,외국어,990
919,"

20.  
",오셀로 (한글판 + 영문판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 , 2015년 1월,0.0,외국어,외국어,990
920,"

21.  
",JLPT 한권으로 끝내기 보카,김성곤 (지은이) , 다락원 , 2018년 8월,5.0,외국어,외국어,"12,250"
921,"

22.  
","원서, 읽(힌)다",강주헌 (지은이) , 길벗이지톡 , 2023년 2월,4.0,외국어,외국어,"18,400"
922,"

23.  
",바로 쓰는 영어,"셀리 (지은이), Thomas W. Selley (감수) ", 넥서스 , 2022년 7월,5.0,외국어,외국어,"12,600"
923,"

24.  
",일본어 잘하고 싶을 땐 다락원 독학 첫걸음,정의상 (지은이) , 다락원 , 2019년 5월,5.0,외국어,외국어,"10,500"
924,"

25.  
",별 (한글판 + 영문판),"알퐁스 도데 (지은이), 조정훈 (옮긴이) ", 더클래식 , 2015년 1월,0.0,외국어,외국어,990
925,"

26.  
",해커스 토익 실전 1000제 1 RC Reading 해설집 (리딩),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2023년 1월,0.0,외국어,외국어,"14,320"
926,"

27.  
",해커스 토익 실전 1000제 2 RC Reading (리딩) 문제집 (2023 최신개정판),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2023년 1월,0.0,외국어,외국어,"9,520"
927,"

28.  
",비즈니스 일본어회화 & 이메일 표현사전,인현진 (지은이) , 길벗이지톡 , 2016년 5월,5.0,외국어,외국어,"14,000"
928,"

29.  
",해커스 토익 실전 1000제 2 LC Listening (리스닝) 문제집 (2023 최신개정판),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2023년 1월,0.0,외국어,외국어,"9,520"
929,"

30.  
",어린 왕자 (한글판),"앙투안 드 생텍쥐페리 (지은이), 김미정 (옮긴이) ", 더클래식 , 2012년 6월,4.5,외국어,외국어,990
930,"

31.  
",영어 감정 표현 사전,"샘 노리스 (지은이), 정병선 (옮긴이) ", 길벗이지톡 , 2022년 7월,5.0,외국어,외국어,"18,900"
931,"

32.  
",야간 비행 (한글+영문),"앙투안 드 생텍쥐페리 (지은이), 윤정임 (옮긴이) ", 미르북컴퍼니 , 2014년 6월,4.0,외국어,외국어,990
932,"

33.  
",해커스 여행일본어 10분의 기적,해커스JLPT연구소 (지은이) , 해커스어학연구소(Hackers) , 2020년 2월,4.5,외국어,외국어,"6,860"
933,"

34.  
",영어 필사 100일의 기적,퍼포먼스 코치 리아 (지은이) , 넥서스 , 2021년 11월,4.5,외국어,외국어,"10,500"
934,"

35.  
",JLPT(일본어능력시험) 한권으로 끝내기 N2,"이치우, 기타지마 치즈코 (지은이) ", 다락원 , 2021년 11월,3.5,외국어,외국어,"20,500"
935,"

36.  
",미국 영어 회화 문법 2,김아영 (지은이) , 사람in , 2019년 7월,4.5,외국어,외국어,"11,200"
936,"

37.  
",JLPT(일본어능력시험) 한권으로 끝내기 N1,"이치우, 기타지마 치즈코 (지은이) ", 다락원 , 2021년 11월,4.0,외국어,외국어,"20,500"
937,"

38.  
",키다리 아저씨 2 : 그 후 이야기 (한글판 + 영문판),"진 웹스터 (지은이), 서현정 (옮긴이) ", 더클래식 , 2015년 11월,0.0,외국어,외국어,"1,500"
938,"

39.  
",해커스톡 영어회화 10분의 기적 : 패턴으로 말하기,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2020년 5월,5.0,외국어,외국어,"9,680"
939,"

40.  
",YBM 스타트 토익 RC,YBM 토익연구소 (지은이) , 와이비엠 , 2017년 9월,0.0,외국어,외국어,"9,100"
940,"

41.  
",JLPT 일본어능력시험 한권으로 끝내기 N5,"이치우, 이한나 (지은이) ", 다락원 , 2022년 11월,4.5,외국어,외국어,"20,500"
941,"

42.  
",해커스톡 영어회화 10분의 기적 : 아는 단어로 말하기,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2020년 2월,5.0,외국어,외국어,"9,680"
942,"

43.  
",YBM 실전토익 RC 1000,YBM 편집국 (지은이) , 와이비엠 , 2017년 1월,4.5,외국어,외국어,"10,500"
943,"

44.  
",마녀의 빵	,오 헨리 (지은이) , 올리버북스 , 2012년 5월,0.0,외국어,외국어,"1,500"
944,"

45.  
",10일 만에 끝내는 해커스 토익스피킹(토스),해커스어학연구소 (엮은이) , 해커스어학연구소(Hackers) , 2023년 1월,0.0,외국어,외국어,"15,000"
945,"

46.  
",나혼자 끝내는 독학 일본어 첫걸음(최신 증보판),넥서스콘텐츠개발팀 (지은이) , 넥서스Japanese , 2022년 12월,0.0,외국어,외국어,"10,500"
946,"

47.  
",일본어 상용한자 무작정 따라하기 1,권경배 (지은이) , 길벗이지톡 , 2023년 2월,5.0,외국어,외국어,"20,800"
947,"

48.  
",영어는 아는 단어로,"스즈키 히로시 (지은이), 정은희 (옮긴이) ", 웅진지식하우스 , 2022년 12월,5.0,외국어,외국어,"10,800"
948,"

49.  
",페스트 (한글판+영문),"알베르 카뮈 (지은이), 변광배 (옮긴이) ", 미르북컴퍼니 , 2014년 6월,4.5,외국어,외국어,"1,100"
949,"

50.  
",미국 영어 회화 문법 1,김아영 (지은이) , 사람in , 2019년 7월,4.5,외국어,외국어,"10,500"
950,"

51.  
",하루 10분 명문낭독 영어 스피킹 100 오디오북 레벨 1,"조이스 박 (지은이), 조이스 박 (해설), Jenny, Alex (낭독) ", 로그인 , 2020년 5월,4.0,외국어,외국어,"4,000"
951,"

52.  
",걸어 다니는 어원 사전,"마크 포사이스 (지은이), 홍한결 (옮긴이) ", 윌북 , 2020년 9월,4.5,외국어,외국어,"12,000"
952,"

53.  
",무기여 잘 있거라 (한글+영문),"어니스트 헤밍웨이 (지은이), 이유정 (옮긴이) ", 미르북컴퍼니 , 2014년 6월,3.5,외국어,외국어,"1,100"
953,"

54.  
",해커스톡 여행영어 10분의 기적,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2020년 5월,5.0,외국어,외국어,"7,350"
954,"

55.  
",거의 모든 행동 표현의 일본어,"서영조, TJL 콘텐츠 연구소 (지은이), 고가 사토시 (감수) ", 사람in , 2022년 7월,5.0,외국어,외국어,"11,550"
955,"

56.  
",변신 (한글판 + 영문판),"프란츠 카프카 (지은이), 한영란 (옮긴이) ", 더클래식 , 2015년 4월,0.0,외국어,외국어,990
956,"

57.  
",해커스 첫토익 LC + RC + VOCA,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2022년 9월,5.0,외국어,외국어,"11,920"
957,"

58.  
",파고다 오픽의 신(神) IM2-AL,"이현석, 김소라 (지은이) ", 파고다 , 2020년 12월,4.5,외국어,외국어,"12,600"
958,"

59.  
",쉬운 단어로 1분 영어 말하기,에스텔 (지은이) , 넥서스 , 2020년 8월,5.0,외국어,외국어,"9,800"
959,"

60.  
",영어 단어의 결정적 뉘앙스들,"케빈 강, 해나 변 (지은이) ", 사람in , 2020년 9월,4.5,외국어,외국어,"10,500"
960,"

61.  
",해커스 토익 실전 1000제 3 RC READING (리딩) 문제집,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2022년 7월,0.0,외국어,외국어,"9,520"
961,"

62.  
",해커스 토익 실전 1200제 READING,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2021년 2월,4.5,외국어,외국어,"14,320"
962,"

63.  
",영어독립 365,"영어독립단어 콘텐츠팀, 신미주 (지은이), 김재우 (감수) ", 상상스퀘어 , 2022년 7월,5.0,외국어,외국어,"17,500"
963,"

64.  
",동물 농장,"조지 오웰 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 , 2012년 4월,4.0,외국어,외국어,990
964,"

65.  
",해커스톡 왕초보 영어회화 10분의 기적 : 기초패턴으로 말하기,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2020년 5월,5.0,외국어,외국어,"8,930"
965,"

66.  
",100% 네이티브 영국 영어,"브릿센트, 심상보 (지은이) ", 넥서스 , 2022년 7월,5.0,외국어,외국어,"11,800"
966,"

67.  
",N1에서 N5까지 총정리 JLPT 문법사전,나무 (지은이) , 세나북스 , 2021년 12월,5.0,외국어,외국어,"8,900"
967,"

68.  
",JLPT(일본어능력시험) 한권으로 끝내기 N4,"이치우, 이한나 (지은이) ", 다락원 , 2021년 11월,5.0,외국어,외국어,"20,500"
968,"

69.  
",EEA : English for Everyday Activities 한글판,Lawrence J. Zwier (지은이) , Compass Publishing , 2020년 12월,3.0,외국어,외국어,"12,000"
969,"

70.  
",해석이 쉬워지는 해커스 구문독해 100,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2022년 10월,5.0,외국어,외국어,"15,300"
970,"

71.  
",영어회화 100일의 기적 개정판,문성현 (지은이) , 넥서스 , 2022년 9월,0.0,외국어,외국어,"10,500"
971,"

72.  
",네이티브 영어회화 이디엄 사전,이창수 (지은이) , 다락원 , 2022년 9월,5.0,외국어,외국어,"15,000"
972,"

73.  
",영어 어휘 지식 백과 : 생활 교양 편,이지연 (지은이) , 사람in , 2023년 1월,5.0,외국어,외국어,"16,800"
973,"

74.  
",영어일기 표현사전_일상생활,하명옥 (지은이) , 넥서스 , 2019년 11월,0.0,외국어,외국어,"1,000"
974,"

75.  
","모바일 영어단어장 1 : 영어단어 한글영어 3000, 한글파닉스로 초등영어단어, 중등영어단어 암기",정용재 (지은이) , 한글영어 , 2018년 1월,0.0,외국어,외국어,"1,800"
975,"

76.  
",나는 더 영어답게 말하고 싶다 문장만들기 편,"장승진, 프랙티쿠스 연구팀 (지은이) ", (주)프랙티쿠스 , 2015년 3월,4.0,외국어,외국어,"8,400"
976,"

77.  
",소리튠 영어혁명,갓주아(이정은) (지은이) , 미다스북스 , 2023년 1월,5.0,외국어,외국어,"13,500"
977,"

78.  
",해커스톡 영어회화 10분의 기적 : 케바케 골라 말하기,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2020년 5월,0.0,외국어,외국어,"9,680"
978,"

79.  
",YBM 실전토익 LC 1000,YBM 편집국 (지은이) , 와이비엠 , 2017년 1월,5.0,외국어,외국어,"10,500"
979,"

80.  
",토익 800 플러스 필수 보카,넥서스 토익연구소 (지은이) , 넥서스 , 2022년 5월,0.0,외국어,외국어,"4,900"
980,"

81.  
",영국 전래 동화 : 44편 (세계 문학 BEST 영어 원서 88),조지프 제이콥스 (지은이) , Bookmakers                               , 2017년 4월,0.0,외국어,외국어,"1,000"
981,"

82.  
",해커스 지텔프 (G-TELP) 실전모의고사 문법 10회 Level 2,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) , 2022년 7월,0.0,외국어,외국어,"10,430"
982,"

83.  
",해커스 중국어 HSK 5급 한 권으로 정복,해커스 HSK 연구소 (지은이) , (주)해커스 , 2022년 12월,0.0,외국어,외국어,"21,500"
983,"

84.  
",착! 붙는 일본어 단어장,일본어 공부 기술 연구소 (지은이) , 시사일본어사 , 2021년 2월,4.0,외국어,외국어,"8,960"
984,"

85.  
",에듀윌 토익 베이직 READING RC,에듀윌 어학연구소 (지은이) , 에듀윌 , 2022년 10월,5.0,외국어,외국어,"11,340"
985,"

86.  
",에듀윌 토익 기출 Voca,에듀윌 어학연구소 (지은이) , 에듀윌 , 2022년 10월,5.0,외국어,외국어,"9,720"
986,"

87.  
",일본어 문법 무작정 따라하기,후지이 아사리 (지은이) , 길벗이지톡 , 2023년 2월,0.0,외국어,외국어,"20,800"
987,"

88.  
",정재현 지텔프 보카 Level 2,정재현어학연구소 (지은이) , 넥서스 , 2023년 2월,0.0,외국어,외국어,"9,100"
988,"

89.  
",구슬쌤의 예의 바른 영어 표현,구슬 (지은이) , 사람in , 2021년 1월,5.0,외국어,외국어,"10,500"
989,"

90.  
",[세트] 강성태 영단어 어원편 : DAY 01~60 (총2권/완결),강성태 (지은이) , 키출판사 , 2018년 12월,0.0,외국어,외국어,"13,800"
990,"

91.  
",여행영어 100일의 기적,문성현 (지은이) , 넥서스 , 2017년 8월,5.0,외국어,외국어,"7,200"
991,"

92.  
",이솝 이야기 1 (한글+영문),이솝 (지은이) , 미르북컴퍼니 , 2014년 6월,5.0,외국어,외국어,990
992,"

93.  
",보바리 부인 (한글판 + 영문판),"귀스타브 플로베르 (지은이), 김중현 (옮긴이) ", 더클래식 , 2015년 1월,3.0,외국어,외국어,660
993,"

94.  
",일본어 무작정 따라하기 완전판,후지이 아사리 (지은이) , 길벗이지톡 , 2022년 8월,5.0,외국어,외국어,"18,200"
994,"

95.  
",시나공 일본어 VOCA 15000 (최신개정판),JPT초고수위원회 (지은이) , 길벗이지톡 , 2020년 5월,5.0,외국어,외국어,"14,000"
995,"

96.  
",네이티브는 쉬운 영어로 말한다 - 200대화 편,구슬 (지은이) , 길벗이지톡 , 2021년 7월,5.0,외국어,외국어,"11,600"
996,"

97.  
",강성태 66일 영어회화,강성태 (지은이) , 다산북스 , 2022년 1월,4.5,외국어,외국어,"11,900"
997,"

98.  
",이솝 이야기 2 (한글+영문),이솝 (지은이) , 미르북컴퍼니 , 2014년 6월,0.0,외국어,외국어,990
998,"

99.  
",톰 소여의 모험 (한글+영문),"마크 트웨인 (지은이), 마도경 (옮긴이) ", 미르북컴퍼니 , 2014년 6월,4.0,외국어,외국어,"1,500"
999,"

100.  
",걸어 다니는 표현 사전,"앤드루 톰슨 (지은이), 오수원 (옮긴이) ", 윌북 , 2021년 10월,5.0,외국어,외국어,"13,200"
1000,"

1.  
",당신도 느리게 나이 들 수 있습니다,정희원 (지은이) , 더퀘스트 , 2023년 1월,5.0,인문학,인문,"14,240"
1001,"

2.  
",만일 내가 인생을 다시 산다면 (10만 부 기념 스페셜 에디션),김혜남 (지은이) , 메이븐 , 2022년 11월,4.5,인문학,인문,"12,000"
1002,"

3.  
",인스타 브레인,"안데르스 한센 (지은이), 김아영 (옮긴이) ", 동양북스(동양문고) , 2020년 5월,4.5,인문학,인문,"9,000"
1003,"

4.  
",작가는 어떻게 읽는가,"조지 손더스 (지은이), 정영목 (옮긴이) ", 어크로스 , 2023년 2월,4.5,인문학,인문,"17,100"
1004,"

5.  
",인생을 숙제처럼 살지 않기로 했다,웃따(나예랑) (지은이) , 다산북스 , 2023년 2월,5.0,인문학,인문,"10,710"
1005,"

6.  
",어른의 어휘 공부,신효원 (지은이) , 책장속북스 , 2022년 9월,5.0,인문학,인문,"12,800"
1006,"

7.  
",지적 대화를 위한 넓고 얕은 지식 1 : 한 권으로 현실 세계를 통달하는 지식 여행서,채사장 (지은이) , 웨일북 , 2020년 2월,4.5,인문학,인문,"11,200"
1007,"

8.  
",게으른 완벽주의자를 위한 심리학,"헤이든 핀치 (지은이), 이은정 (옮긴이) ", 시크릿하우스 , 2022년 8월,5.0,인문학,인문,"11,900"
