,알라딘_순위,제목,알라딘_저자,알라딘_출판사,알라딘_출간일,알라딘_별점,알라딘_장르,상명장르,알라딘_가격
736,"

37.  
",작가의 루틴 : 소설 쓰는 하루,"김중혁, 박솔뫼, 범유진 (지은이) ", &(앤드) , 2023년 1월,5.0,에세이,에세이/산문,"10,500"
737,"

38.  
",짐승일기,김지승 (지은이) , 난다 , 2022년 12월,5.0,에세이,에세이/산문,"10,080"
738,"

39.  
",어린이라는 세계,김소영 (지은이) , 사계절 , 2020년 11월,4.5,에세이,에세이/산문,"10,500"
739,"

40.  
",마음사전,김소연 (지은이) , 마음산책 , 2013년 3월,4.5,에세이,에세이/산문,"10,500"
740,"

41.  
",세상을 보는 지혜 (한글판 + 영문판),"발타자르 그라시안 (지은이), 노화직 (옮긴이) ", 더클래식 , 2015년 7월,5.0,에세이,에세이/산문,"1,100"
741,"

42.  
",저 별은 모두 당신을 위해 빛나고 있다,손힘찬(오가타 마리토) (지은이) , RISE(떠오름) , 2022년 5월,5.0,에세이,에세이/산문,"10,640"
742,"

43.  
",우리가 명함이 없지 일을 안 했냐,경향신문 젠더기획팀 (지은이) , 휴머니스트 , 2023년 1월,5.0,에세이,에세이/산문,"12,600"
743,"

44.  
",오늘은 좀 매울지도 몰라,강창래 (지은이) , 문학동네 , 2018년 5월,4.5,에세이,에세이/산문,"9,000"
744,"

45.  
",카메라를 끄고 씁니다,"양영희 (지은이), 인예니 (옮긴이) ", 마음산책 , 2022년 11월,5.0,에세이,에세이/산문,"10,100"
745,"

46.  
",사실은 사랑받고 싶었어,"박재연 (지은이), 박성혜 (그림) ", 한빛라이프 , 2021년 3월,5.0,에세이,에세이/산문,"10,620"
746,"

47.  
",다다다,김영하 (지은이) , 복복서가 , 2021년 4월,3.5,에세이,에세이/산문,"23,100"
747,"

48.  
",죽기 전 시도는 해 봐야 할 10가지,이예은 (지은이) , 퍼스트클래스 , 2023년 2월,5.0,에세이,에세이/산문,"6,500"
748,"

49.  
",망그러진 만화 : 망그러진 곰과 햄터의 귀염뽀짝 일상다반사!,유랑 (지은이) , 좋은생각 , 2022년 11월,5.0,에세이,에세이/산문,"11,760"
749,"

50.  
",운다고 달라지는 일은 아무것도 없겠지만,박준 (지은이) , 난다 , 2017년 7월,4.0,에세이,에세이/산문,"9,800"
750,"

51.  
",시지프 신화,"알베르 카뮈 (지은이), 김화영 (옮긴이) ", 민음사 , 2021년 1월,4.0,에세이,에세이/산문,"8,400"
751,"

52.  
",이웃집 퀴어 이반지하,이반지하 (지은이) , 문학동네 , 2021년 8월,5.0,에세이,에세이/산문,"12,300"
752,"

53.  
",모래알만 한 진실이라도,박완서 (지은이) , 세계사 , 2021년 1월,5.0,에세이,에세이/산문,"12,500"
753,"

54.  
",욕구들,"캐럴라인 냅 (지은이), 정지인 (옮긴이) ", 북하우스 , 2021년 6월,5.0,에세이,에세이/산문,"12,600"
754,"

55.  
",사건,"아니 에르노 (지은이), 윤석헌 (옮긴이) ", 민음사 , 2019년 12월,4.5,에세이,에세이/산문,"7,500"
755,"

56.  
",나는 오늘 나에게 ADHD라는 이름을 주었다,신지수 (지은이) , 휴머니스트 , 2021년 7월,4.0,에세이,에세이/산문,"11,200"
756,"

57.  
",배움의 발견,"타라 웨스트오버 (지은이), 김희정 (옮긴이) ", 열린책들 , 2019년 12월,4.5,에세이,에세이/산문,"14,000"
757,"

58.  
",책과 우연들,김초엽 (지은이) , 열림원 , 2022년 11월,4.5,에세이,에세이/산문,"10,080"
758,"

59.  
",모국어는 차라리 침묵,목정원 (지은이) , 아침달 , 2022년 6월,4.5,에세이,에세이/산문,"13,000"
759,"

60.  
",어른의 중력,"사티아 도일 바이오크 (지은이), 임슬애 (옮긴이) ", 윌북 , 2022년 12월,4.5,에세이,에세이/산문,"11,900"
760,"

61.  
",잘해봐야 시체가 되겠지만,"케이틀린 도티 (지은이), 임희근 (옮긴이) ", 반비 , 2020년 3월,4.0,에세이,에세이/산문,"12,600"
761,"

62.  
",술 취한 코끼리 길들이기,"아잔 브라흐마 (지은이), 류시화 (옮긴이) ", 연금술사 , 2014년 4월,4.5,에세이,에세이/산문,"11,200"
762,"

63.  
",에크하르트 톨레의 이 순간의 나,"에크하르트 톨레 (지은이), 최린 (옮긴이) ", 센시오 , 2019년 12월,4.5,에세이,에세이/산문,"11,200"
763,"

64.  
",헤맨다고 모두 길을 잃는 것은 아니다,김달 (지은이) , 빅피시 , 2021년 8월,5.0,에세이,에세이/산문,"10,850"
764,"

65.  
",사랑은 없다 : 쇼펜하우어 인생론 에세이,"아르투어 쇼펜하우어 (지은이), 이동진 (옮긴이) ", 해누리기획 , 2019년 10월,4.5,에세이,에세이/산문,"6,000"
765,"

66.  
",잘했고 잘하고 있고 잘 될 것이다,정영욱 (지은이) , 부크럼 , 2021년 7월,5.0,에세이,에세이/산문,"10,500"
766,"

67.  
",나는 옐로에 화이트에 약간 블루,"브래디 미카코 (지은이), 김영현 (옮긴이) ", 다다서재 , 2020년 4월,5.0,에세이,에세이/산문,"9,800"
767,"

68.  
",가부장제의 경로를 이탈하였습니다,아넵 (지은이) , 위즈덤하우스 , 2022년 9월,5.0,에세이,에세이/산문,"10,500"
768,"

69.  
",쓰는 직업,곽아람 (지은이) , 마음산책 , 2023년 1월,4.0,에세이,에세이/산문,"10,100"
769,"

70.  
",쇼펜하우어 명언집,이영진 (지은이) , 유페이퍼 , 2020년 2월,0.0,에세이,에세이/산문,600
770,"

71.  
",그리고 모든 것이 변했다,"아니타 무르자니 (지은이), 황근하 (옮긴이) ", 샨티 , 2022년 11월,4.5,에세이,에세이/산문,"15,000"
771,"

72.  
",미국에서 F2비자로 살아남기,장윤정(애슐리) (지은이) , 유페이퍼 , 2023년 1월,0.0,에세이,에세이/산문,"5,500"
772,"

73.  
","제가 한번 해보았습니다, 남기자의 체헐리즘",남형도 (지은이) , 김영사 , 2020년 6월,5.0,에세이,에세이/산문,"9,450"
773,"

74.  
",만지고 싶은 기분,요조 (Yozoh) (지은이) , 마음산책 , 2023년 1월,4.5,에세이,에세이/산문,"10,500"
774,"

75.  
",디 에센셜 조지 오웰,"조지 오웰 (지은이), 정회성, 강문순 (옮긴이) ", 민음사 , 2022년 9월,5.0,에세이,에세이/산문,"11,340"
775,"

76.  
",헨리에타 랙스의 불멸의 삶,"레베카 스클루트 (지은이), 김정한, 김정부 (옮긴이) ", 꿈꿀자유 , 2023년 2월,0.0,에세이,에세이/산문,"18,000"
776,"

77.  
","단지 흑인이라서, 다른 이유는 없다","제임스 볼드윈 (지은이), 박다솜 (옮긴이) ", 열린책들 , 2020년 7월,4.5,에세이,에세이/산문,"9,000"
777,"

78.  
",대화의 밀도,류재언 (지은이) , 라이프레코드 , 2023년 1월,5.0,에세이,에세이/산문,"12,600"
778,"

79.  
",MBTI의 모든 것,"나우진, 김준환, 이지희 (지은이) ", 메이트북스 , 2023년 2월,5.0,에세이,에세이/산문,"11,400"
779,"

80.  
",편의점 재영씨,신재영 (지은이) , 에쎄 , 2023년 2월,5.0,에세이,에세이/산문,"10,500"
780,"

81.  
",진짜 게으른 사람이 쓴 게으름 탈출법,지이 (지은이) , 마인드빌딩 , 2020년 2월,4.5,에세이,에세이/산문,"9,000"
781,"

82.  
",여자 둘이 살고 있습니다,"황선우, 김하나 (지은이) ", 위즈덤하우스 , 2019년 2월,4.5,에세이,에세이/산문,"10,360"
782,"

83.  
",전쟁은 여자의 얼굴을 하지 않았다,"스베틀라나 알렉시예비치 (지은이), 박은정 (옮긴이) ", 문학동네 , 2015년 10월,5.0,에세이,에세이/산문,"10,080"
783,"

84.  
",삶으로 다시 떠오르기,"에크하르트 톨레 (지은이), 류시화 (옮긴이) ", 연금술사 , 2013년 8월,4.5,에세이,에세이/산문,"12,600"
784,"

85.  
",누구에게도 상처받을 필요는 없다,지민석 (지은이) , 스튜디오오드리 , 2022년 4월,5.0,에세이,에세이/산문,"9,800"
785,"

86.  
",정확한 사랑의 실험,신형철 (지은이) , 마음산책 , 2014년 10월,4.5,에세이,에세이/산문,"9,100"
786,"

87.  
",마음이 흐르는 대로,지나영 (지은이) , 다산북스 , 2020년 11월,4.5,에세이,에세이/산문,"11,200"
787,"

88.  
",잘될 수밖에 없는 너에게,최서영 (지은이) , 북로망스 , 2022년 9월,5.0,에세이,에세이/산문,"11,200"
788,"

89.  
",헌책방 기담 수집가,윤성근 (지은이) , 프시케의숲 , 2021년 12월,4.5,에세이,에세이/산문,"10,500"
789,"

90.  
",무라카미 하루키 잡문집,"무라카미 하루키 (지은이), 이영미 (옮긴이) ", 비채 , 2016년 11월,4.0,에세이,에세이/산문,"8,910"
790,"

91.  
",책은 도끼다,박웅현 (지은이) , 북하우스 , 2012년 4월,4.5,에세이,에세이/산문,"12,000"
791,"

92.  
",일간 이슬아 수필집,이슬아 (지은이) , 헤엄 , 2018년 10월,4.5,에세이,에세이/산문,"12,000"
792,"

93.  
",내가 죽으면 장례식에 누가 와줄까 (개정판),필름(Feelm) ,, 2020년 1월,4.5,에세이,에세이/산문,"9,900"
793,"

94.  
",직업으로서의 소설가,"무라카미 하루키 (지은이), 양윤옥 (옮긴이) ", 현대문학 , 2021년 4월,4.5,에세이,에세이/산문,"10,000"
794,"

95.  
",고요함의 지혜,"에크하르트 톨레 (지은이), 진우기 (옮긴이) ", 김영사 , 2017년 6월,4.5,에세이,에세이/산문,"5,400"
795,"

96.  
",불안의 서,"페르난두 페소아 (지은이), 배수아 (옮긴이) ", 봄날의책 , 2014년 3월,0.0,에세이,에세이/산문,"19,600"
796,"

97.  
",당신은 결국 무엇이든 해내는 사람,김상현 (지은이) , 필름(Feelm) , 2022년 5월,4.5,에세이,에세이/산문,"10,500"
797,"

98.  
",좋은지 나쁜지 누가 아는가,류시화 (지은이) , 더숲 , 2019년 3월,4.5,에세이,에세이/산문,"10,500"
798,"

99.  
",이제 나가서 사람 좀 만나려고요,"제시카 팬 (지은이), 조경실 (옮긴이) ", 부키 , 2022년 4월,4.5,에세이,에세이/산문,"12,000"
799,"

100.  
",새는 날아가면서 뒤돌아보지 않는다,류시화 (지은이) , 더숲 , 2017년 2월,4.5,에세이,에세이/산문,"9,800"
800,"

1.  
",생생하게 살아 있는 캐릭터 만드는 법,"키라앤 펠리컨 (지은이), 정미화 (옮긴이) ", 아날로그(글담) , 2023년 1월,5.0,예술/대중문화,문화/예술,"12,600"
801,"

2.  
",심판,"베르나르 베르베르 (지은이), 전미연 (옮긴이) ", 열린책들 , 2020년 8월,4.5,예술/대중문화,문화/예술,"10,000"
802,"

3.  
",나는 좌절의 스페셜리스트입니다,백혜선 (지은이) , 다산북스 , 2023년 1월,5.0,예술/대중문화,문화/예술,"10,530"
803,"

4.  
",딜레마 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 오수원 (옮긴이) ", 윌북 , 2022년 8월,4.5,예술/대중문화,문화/예술,"15,400"
804,"

5.  
",햄릿 (한글+영문판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2013년 6월,5.0,예술/대중문화,문화/예술,990
805,"

6.  
",일 잘하는 디자이너,"시부야 료이치(파치파치 디자인) (지은이), 안동현 (옮긴이) ", 이지스퍼블리싱 , 2023년 2월,5.0,예술/대중문화,문화/예술,"11,000"
806,"

7.  
",[합본] 나의 해방일지 일반판,박해영 (지은이) , 오브제 , 2023년 2월,4.5,예술/대중문화,문화/예술,"39,600"
807,"

8.  
",헤어질 결심 각본,"박찬욱, 정서경 (지은이) ", 을유문화사 , 2022년 8월,5.0,예술/대중문화,문화/예술,"10,500"
808,"

9.  
",오셀로 (한글판 + 영문판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 , 2015년 1월,0.0,예술/대중문화,문화/예술,990
809,"

10.  
","철학자 들뢰즈, 화가 베이컨을 말하다",박정태 (지은이) , 이학사 , 2019년 1월,5.0,예술/대중문화,문화/예술,"9,800"
810,"

11.  
",문제적 캐릭터 심리 사전,"한민, 박성미, 유지현 (지은이) ", 시크릿하우스 , 2022년 10월,5.0,예술/대중문화,문화/예술,"12,600"
811,"

12.  
",혼자 해도 프로 작가처럼 잘 그리는 아이패드 드로잉 with 프로크리에이트,빨간고래(박정아) (지은이) , 한빛미디어 , 2022년 6월,5.0,예술/대중문화,문화/예술,"15,840"
812,"

13.  
",카메라를 끄고 씁니다,"양영희 (지은이), 인예니 (옮긴이) ", 마음산책 , 2022년 11월,5.0,예술/대중문화,문화/예술,"10,100"
813,"

14.  
",된다! 깨비의 DSLR&미러리스 사진 수업,박기덕 (지은이) , 이지스퍼블리싱 (주) , 2022년 1월,5.0,예술/대중문화,문화/예술,"12,000"
814,"

15.  
",한경아르떼 합스부르크 600년 매혹의 걸작들 100배 즐기기,한경arte 특별취재팀 (지은이) , 한국경제신문 , 2022년 12월,5.0,예술/대중문화,문화/예술,"10,400"
815,"

16.  
",캐릭터 직업 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 최세민 (옮긴이) ", 윌북 , 2021년 10월,4.5,예술/대중문화,문화/예술,"15,400"
816,"

17.  
",모국어는 차라리 침묵,목정원 (지은이) , 아침달 , 2022년 6월,4.5,예술/대중문화,문화/예술,"13,000"
817,"

18.  
",빌런의 공식,"사샤 블랙 (지은이), 정지현 (옮긴이) ", 윌북 , 2022년 10월,5.0,예술/대중문화,문화/예술,"11,900"
818,"

19.  
",[세트] 디테일 사전 (총2권),"안젤라 애커만, 베카 푸글리시 (지은이), 최세희 (옮긴이) ", 윌북 , 2021년 5월,4.0,예술/대중문화,문화/예술,"30,800"
819,"

20.  
",첫눈에 반하는 로맨스 웹툰,김달님 (지은이) , 므큐 , 2022년 8월,5.0,예술/대중문화,문화/예술,"13,860"
820,"

21.  
",자신 있어! 아이패드 갤럭시 탭 드로잉,이솔기 (지은이) , 중앙books(중앙북스) , 2021년 5월,5.0,예술/대중문화,문화/예술,"13,600"
821,"

22.  
",아이패드로 캐릭터 디자인 with 프로크리에이트,"3dtotal Publishing (지은이), 김혜연 (옮긴이) ", 이지스퍼블리싱 (주) , 2022년 4월,5.0,예술/대중문화,문화/예술,"14,000"
822,"

23.  
",1일 1클래식 1포옹,"클레먼시 버턴힐 (지은이), 이석호 (옮긴이) ", 윌북 , 2023년 1월,5.0,예술/대중문화,문화/예술,"13,900"
823,"

24.  
",한국불교미술사,"정은우, 안귀숙, 김리나 (지은이) ", 미진사 , 2021년 7월,5.0,예술/대중문화,문화/예술,"20,000"
824,"

25.  
",영화식 만화 만들기,"오쓰카 에이지 (지은이), 선정우 (옮긴이) ", 북바이북 , 2023년 2월,4.5,예술/대중문화,문화/예술,"12,600"
825,"

26.  
",아르헤리치의 말,"마르타 아르헤리치, 올리비에 벨라미 (지은이), 이세진 (옮긴이) ", 마음산책 , 2023년 2월,5.0,예술/대중문화,문화/예술,"12,600"
826,"

27.  
",인간의 마음을 사로잡는 스무 가지 플롯,"로널드 B. 토비아스 (지은이), 김석만 (옮긴이) ", 풀빛 , 2015년 3월,4.5,예술/대중문화,문화/예술,"11,200"
827,"

28.  
",도시는 무엇으로 사는가,유현준 (지은이) , 을유문화사 , 2015년 5월,4.5,예술/대중문화,문화/예술,"9,000"
828,"

29.  
",정확한 사랑의 실험,신형철 (지은이) , 마음산책 , 2014년 10월,4.5,예술/대중문화,문화/예술,"9,100"
829,"

30.  
",바냐 아저씨 (한글판),"안톤 파블로비치 체호프 (지은이), 장한 (옮긴이) ", 더클래식 , 2014년 6월,5.0,예술/대중문화,문화/예술,990
830,"

31.  
",인형의 집,"헨리크 입센 (지은이), 안미란 (옮긴이) ", 민음사 , 2012년 7월,4.5,예술/대중문화,문화/예술,"5,600"
831,"

32.  
",현대미술은 처음인데요 : 큐레이터가 들려주는 친절한 미술이야기,"제시카 체라시, 안휘경 (지은이), 조경실 (옮긴이) ", 행성B(행성비) , 2017년 8월,4.5,예술/대중문화,문화/예술,"9,000"
832,"

33.  
",한계선을 넘다,크래프톤 (지은이) , 황금가지 , 2022년 11월,5.0,예술/대중문화,문화/예술,"18,000"
833,"

34.  
",STORY 시나리오 어떻게 쓸 것인가,"로버트 맥키 (지은이), 고영범, 이승민 (옮긴이) ", 민음인 , 2019년 2월,4.5,예술/대중문화,문화/예술,"17,500"
834,"

35.  
",손에 땀을 쥐게 하는 이야기 쓰는 법,"조단 E. 로젠펠드 (지은이), 정미화 (옮긴이) ", 아날로그(글담) , 2022년 4월,5.0,예술/대중문화,문화/예술,"14,000"
835,"

36.  
",앤드류 루미스의 인체 드로잉,앤드류 루미스 (지은이) , 아르드 , 2020년 3월,0.0,예술/대중문화,문화/예술,"7,800"
836,"

37.  
",퓰리처 글쓰기 수업,"잭 하트 (지은이), 정세라 (옮긴이) ", 현대지성 , 2021년 11월,5.0,예술/대중문화,문화/예술,"15,000"
837,"

38.  
",일러스트로 배우는 채색 테크닉,"무라 카루키 (지은이), 김재훈 (옮긴이) ", AK(에이케이)커뮤니케이션즈 , 2022년 6월,5.0,예술/대중문화,문화/예술,"16,560"
838,"

39.  
",오셀로 (한글판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 , 2017년 4월,0.0,예술/대중문화,문화/예술,990
839,"

40.  
",나는 스마트폰으로 매일 인생사진 찍는다,방쿤 (지은이) , T.W.I.G(티더블유아이지)(주) , 2021년 6월,5.0,예술/대중문화,문화/예술,"9,900"
840,"

41.  
","디자인, 이렇게 하면 되나요?","오자와 하야토 (지은이), 구수영 (옮긴이) ", 제이펍 , 2022년 6월,5.0,예술/대중문화,문화/예술,"13,860"
841,"

42.  
",픽셀아트 배경 그리는 법,"APO+, MOTOCROSS SAITO, SETAMO (지은이) ", AK(에이케이)커뮤니케이션즈 , 2021년 12월,5.0,예술/대중문화,문화/예술,"22,400"
842,"

43.  
",밤으로의 긴 여로,"유진 오닐 (지은이), 민승남 (옮긴이) ", 민음사 , 2012년 10월,4.5,예술/대중문화,문화/예술,"6,300"
843,"

44.  
",오셀로,"윌리엄 셰익스피어 (지은이), 최종철 (옮긴이) ", 민음사 , 2013년 2월,4.5,예술/대중문화,문화/예술,"5,300"
844,"

45.  
",명화로 읽는 합스부르크 역사,"나카노 교코 (지은이), 이유라 (옮긴이) ", 한경arte , 2022년 10월,4.5,예술/대중문화,문화/예술,"12,800"
845,"

46.  
",파우스트 1,"요한 볼프강 폰 괴테 (지은이), 정서웅 (옮긴이) ", 민음사 , 2022년 5월,4.5,예술/대중문화,문화/예술,"6,600"
846,"

47.  
","내 손 안의 미술관, 렘브란트",김정일 (지은이) , 피치플럼 , 2020년 3월,0.0,예술/대중문화,문화/예술,"2,000"
847,"

48.  
","클래식이 알고 싶다 : 고독하지만 자유롭게, 낭만살롱 편",안인모 (지은이) , 위즈덤하우스 , 2019년 11월,4.5,예술/대중문화,문화/예술,"10,500"
848,"

49.  
","내 손 안의 미술관, 레오나르도 다빈치",김정일 (지은이) , 피치플럼 , 2020년 2월,0.0,예술/대중문화,문화/예술,"2,000"
849,"

50.  
",세계만화학원: 오쓰카 에이지가 알려주는 일본 만화의 연출 노하우 ,"오쓰카 에이지 (지은이), 선정우 (옮긴이) ", 한국출판마케팅연구소 , 2016년 11월,4.5,예술/대중문화,문화/예술,"12,600"
850,"

51.  
",버려지는 디자인 통과되는 디자인- 웹&앱 디자인,신승희 (지은이) , 길벗 , 2019년 8월,3.0,예술/대중문화,문화/예술,"11,900"
851,"

52.  
",내 맘대로 꾸미는 클래식 감상수업,오기영 (지은이) , 백년동안 , 2022년 12월,5.0,예술/대중문화,문화/예술,"14,000"
852,"

53.  
",이상한 변호사 우영우 1,문지원 (지은이) , 김영사 , 2022년 10월,5.0,예술/대중문화,문화/예술,"11,700"
853,"

54.  
",히사이시 조의 음악일기,"히사이시 조 (Hisaishi Joe) (지은이), 손열음 (Yeol Eum Son) (감수) ", 책세상 , 2021년 12월,4.5,예술/대중문화,문화/예술,"12,500"
854,"

55.  
",30일 완성! 나도 드럼 친다 : 초보 편,최성수 (지은이) , 이담북스 , 2020년 4월,0.0,예술/대중문화,문화/예술,"5,950"
855,"

56.  
",기본 원형 제도,장성은 (지은이) , 유페이퍼 , 2022년 11월,0.0,예술/대중문화,문화/예술,"15,000"
856,"

57.  
",가장 쉬운 인스타툰 만들기,박희연(ELLA) (지은이) , 정보문화사 , 2022년 6월,5.0,예술/대중문화,문화/예술,"14,000"
857,"

58.  
",시각의 폭력,유서연 (지은이) , 동녘 , 2021년 9월,5.0,예술/대중문화,문화/예술,"10,500"
858,"

59.  
",술꾼도시여자들 시즌1,위소영 (지은이) , 북로그컴퍼니 , 2022년 4월,5.0,예술/대중문화,문화/예술,"11,900"
859,"

60.  
",아파트,박철수 (지은이) , 마티 , 2014년 4월,4.5,예술/대중문화,문화/예술,"8,100"
860,"

61.  
",교향곡,최은규 (지은이) , 마티 , 2018년 1월,5.0,예술/대중문화,문화/예술,"23,000"
861,"

62.  
",1등급으로 가는 길,"아서 단토 (지은이), 김한영 (옮긴이) ", 은행나무 , 2015년 6월,3.5,예술/대중문화,문화/예술,"11,200"
862,"

63.  
",3월의 눈,배삼식 (지은이) , 민음사 , 2022년 2월,5.0,예술/대중문화,문화/예술,"15,400"
863,"

64.  
",레오폴드 아우어의 바이올린 레슨,레오폴드 아우어 (지은이) , 아르드 , 2018년 12월,0.0,예술/대중문화,문화/예술,"12,000"
864,"

65.  
",바이올린 연주와 교육의 원리,이반 갈라미안 (지은이) , 아르드 , 2020년 6월,0.0,예술/대중문화,문화/예술,"11,000"
865,"

66.  
",[세트] 셰익스피어 4대 비극 에디션 (총4권),"윌리엄 셰익스피어 (지은이), 최종철 (옮긴이) ", 민음사 , 2021년 12월,3.5,예술/대중문화,문화/예술,"25,500"
866,"

67.  
",사랑방 손님과 어머니,임희재 (지은이) , 오늘부터출판사 , 2022년 7월,0.0,예술/대중문화,문화/예술,"4,050"
867,"

68.  
",월드 오브 워크래프트 3,"블리자드 엔터테인먼트, 크리스 멧젠 (지은이), 고경훈 (옮긴이) ", 제우미디어 , 2019년 8월,5.0,예술/대중문화,문화/예술,"20,900"
868,"

69.  
",문학이 필요한 시간,"정여울 (지은이), 이승원 (사진) ", 한겨레출판 , 2023년 1월,5.0,예술/대중문화,문화/예술,"12,800"
869,"

70.  
",어떻게 미치지 않을 수 있겠니?,김갑수 (지은이) , 오픈하우스 , 2014년 12월,4.0,예술/대중문화,문화/예술,"12,600"
870,"

71.  
",낮은 칼바람 - 신안진 희곡 [2019 아르코 창작산실 대본공모 선정작품],신안진 (지은이) , 독서학교 , 2020년 12월,0.0,예술/대중문화,문화/예술,"5,000"
871,"

72.  
",술꾼도시여자들 시즌 2,위소영 (지은이) , 북로그컴퍼니 , 2023년 2월,0.0,예술/대중문화,문화/예술,"13,650"
872,"

73.  
",슈룹 1,박바라 (지은이) , 북로그컴퍼니 , 2023년 1월,0.0,예술/대중문화,문화/예술,"14,000"
873,"

74.  
",픽사 스토리텔링,"매튜 룬 (지은이), 박여진 (옮긴이) ", 현대지성 , 2022년 1월,5.0,예술/대중문화,문화/예술,"11,000"
874,"

75.  
",스토리텔링 바이블,"대니얼 조슈아 루빈 (지은이), 이한이 (옮긴이) ", 블랙피쉬 , 2020년 12월,5.0,예술/대중문화,문화/예술,"16,100"
875,"

76.  
",햄릿 (한글),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2012년 12월,4.0,예술/대중문화,문화/예술,990
876,"

77.  
",햄릿,최종철 (옮긴이) , 민음사 , 2013년 2월,4.0,예술/대중문화,문화/예술,"4,900"
877,"

78.  
",맥베스 (한글판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2013년 8월,4.0,예술/대중문화,문화/예술,990
878,"

79.  
",리어 왕 (한글판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2013년 6월,0.0,예술/대중문화,문화/예술,990
879,"

80.  
",[세트] 더클래식 셰익스피어의 4대 비극 컬렉션 세트 (한글판+영문판),"윌리엄 셰익스피어 (지은이), 한우리, 김민애 (옮긴이) ", 더클래식 , 2015년 11월,5.0,예술/대중문화,문화/예술,"3,960"
880,"

81.  
",쓸 만한 인간,박정민 (지은이) , 상상출판 , 2019년 9월,4.5,예술/대중문화,문화/예술,"8,520"
881,"

82.  
",오늘부터 차근차근 아이패드 드로잉,배성규 (지은이) , 북라이프 , 2021년 6월,5.0,예술/대중문화,문화/예술,"15,400"
882,"

83.  
",로미오와 줄리엣 (한글판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 , 2013년 11월,0.0,예술/대중문화,문화/예술,990
883,"

84.  
",벚꽃동산 (한글판),"안톤 파블로비치 체호프 (지은이), 장한 (옮긴이) ", 더클래식 , 2013년 12월,3.5,예술/대중문화,문화/예술,990
884,"

85.  
",박찬욱의 몽타주,박찬욱 (지은이) , 마음산책 , 2014년 4월,4.0,예술/대중문화,문화/예술,"9,800"
885,"

86.  
",[세트] 시나리오 어떻게 쓸 것인가 (총2권),"로버트 맥키 (지은이), 고영범, 이승민 (옮긴이) ", 민음인 , 2019년 2월,0.0,예술/대중문화,문화/예술,"30,000"
886,"

87.  
",미니 캐릭터 다양하게 그리기,"카도마루 츠부라, 미야츠키 모소코 (지은이), 문성호 (옮긴이) ", AK(에이케이)커뮤니케이션즈 , 2018년 12월,5.0,예술/대중문화,문화/예술,"12,960"
887,"

88.  
",아가씨 각본,"박찬욱, 정서경 (지은이) ", 그책 , 2016년 9월,4.5,예술/대중문화,문화/예술,"8,400"
888,"

89.  
",인형의 집,"헨리크 입센 (지은이), 박진권 (옮긴이) ", 더클래식 , 2022년 5월,0.0,예술/대중문화,문화/예술,900
889,"

90.  
",나를 보는 당신을 바라보았다,김혜리 (지은이) , 어크로스 , 2017년 4월,4.5,예술/대중문화,문화/예술,"9,500"
890,"

91.  
",그림은 금방 능숙해지지 않는다.,"나리토미 미오리 (지은이), 양필성 (옮긴이) ", 스몰빅아트 , 2016년 10월,4.0,예술/대중문화,문화/예술,"12,000"
891,"

92.  
",시련,"아서 밀러 (지은이), 최영 (옮긴이) ", 민음사 , 2018년 12월,4.5,예술/대중문화,문화/예술,"7,000"
892,"

93.  
","아무튼, 피아노",김겨울 (지은이) , 제철소 , 2022년 4월,4.5,예술/대중문화,문화/예술,"8,500"
893,"

94.  
",맥베스,"윌리엄 셰익스피어 (지은이), 최종철 (옮긴이) ", 민음사 , 2013년 2월,4.0,예술/대중문화,문화/예술,"4,900"
894,"

95.  
","스토리, 꼭 그래야 할까?","양혜석, 문아름 (지은이) ", 시공아트 , 2022년 7월,5.0,예술/대중문화,문화/예술,"12,600"
895,"

96.  
",관객모독,"페터 한트케 (지은이), 윤용호 (옮긴이) ", 민음사 , 2018년 12월,4.0,예술/대중문화,문화/예술,"7,000"
896,"

97.  
",디테일 사전 : 도시 편,"안젤라 애커만, 베카 푸글리시 (지은이), 최세희 (옮긴이) ", 윌북 , 2021년 5월,5.0,예술/대중문화,문화/예술,"15,400"
897,"

98.  
",재즈 잇 업 jazz it up,남무성 (지은이) , 서해문집 , 2018년 4월,5.0,예술/대중문화,문화/예술,"18,900"
898,"

99.  
",방구석 미술관  : 가볍고 편하게 시작하는 유쾌한 교양 미술,조원재 (지은이) , 블랙피쉬 , 2020년 4월,3.5,예술/대중문화,문화/예술,"11,760"
899,"

100.  
",판타지 유니버스 창작 가이드,"미야나가 다다마사 (지은이), 전홍식 (옮긴이) ", 요다 , 2019년 5월,4.0,예술/대중문화,문화/예술,"28,000"
900,"

1.  
",거의 모든 일상 표현의 영어,"케빈 강, 해나 변 (지은이) ", 사람in , 2022년 11월,5.0,외국어,외국어,"11,900"
