,yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
844,57,     미셸 푸코의  지식의 고고학  읽기                               ,허경,세창미디어,2016-05-01,6000,0,0,인문,인문,2023-02-23 14:09:08.536342
845,58,     마르쿠제의  일차원적 인간 읽기                               ,임채광,세창미디어,2015-03-01,5950,0,0,인문,인문,2023-02-23 14:09:08.536342
846,59,     그리스 로마 신화   세상을 다스린 신들의 사생활                               ,토머스불핀치저손길영역,스타북스,2022-10-01,9900,0,0,인문,인문,2023-02-23 14:09:08.536342
847,60,     답답해서 찾아왔습니다                               ,한덕현이성우,한빛비즈,2022-09-01,12460,0,0,인문,인문,2023-02-23 14:09:08.536342
848,61,     게으른 완벽주의자를 위한 심리학   미루기의 악순환에서 벗어나고 싶은 당신을 위한 심리 처방                               ,헤이든핀치저이은정역,시크릿하우스,2022-08-01,11900,4,4,인문,인문,2023-02-23 14:09:08.536342
849,62,     선물   대가 없이 주고받는 일은 왜 중요한가                               ,루이스하이드저전병근역,유유,2022-08-01,21000,0,0,인문,인문,2023-02-23 14:09:08.536342
850,63,     과거가 남긴 우울 미래가 보낸 불안   후회  자책  걱정  초조를 멈추는 심리학                               ,김아라,유노북스,2022-08-01,14000,0,0,인문,인문,2023-02-23 14:09:08.536342
851,64,     뉴욕 정신과 의사의 사람 도서관   낙인과 혐오를 넘어 이해와 공존으로                               ,나종호,아몬드,2022-05-01,11850,5,5,인문,인문,2023-02-23 14:09:08.536342
852,65,     당신이 알던 MBTI는 진짜 MBTI가 아니다                               ,고영재,인스피레이션,2022-05-01,12600,0,0,인문,인문,2023-02-23 14:09:08.536342
853,66,     오십에 읽는 장자   복잡한 마음이 홀가분해지는 시간                               ,김범준,유노북스,2022-04-01,13000,0,0,인문,인문,2023-02-23 14:09:08.536342
854,67,     모든 사람에게 사랑받을 필요는 없다                               ,이평,스튜디오오드리,2022-05-01,10500,0,0,인문,인문,2023-02-23 14:09:08.536342
855,68,     내가 틀릴 수도 있습니다   숲속의 현자가 전하는 마지막 인생 수업                               ,비욘나티코린데블라드저토마스산체스그림박미경역,다산초당,2022-04-01,11200,3,3,인문,인문,2023-02-23 14:09:08.536342
856,69,     도파민네이션   쾌락 과잉 시대에서 균형 찾기                                ,애나렘키저김두완역,흐름출판,2022-04-01,14400,4,5,인문,인문,2023-02-23 14:09:08.536342
857,70,     마음의 법칙   사람의 마음을 사로잡는 51가지 심리학                               ,폴커키츠마누엘투쉬저김희상역,포레스트북스,2022-02-01,11200,4,4,인문,인문,2023-02-23 14:09:08.536342
858,71,     어른의 대화법   상처받지 않고 상처 주지 않는 소통의 기술                               ,임정민,서사원,2022-01-01,12000,4,4,인문,인문,2023-02-23 14:09:08.536342
859,72,     데일리 필로소피   아침을 바꾸는 철학자의 질문                                ,라이언홀리데이스티븐핸슬먼저장원철역,다산초당,2021-12-01,12600,0,0,인문,인문,2023-02-23 14:09:08.536342
860,73,     형 타로 HYUNG TAROT    점성학 이론                               ,이주형,e퍼플,2021-12-01,1000,5,5,인문,인문,2023-02-23 14:09:08.536342
861,74,     아무것도 하지 않는 법                               ,제니오델저김하현역,필로우,2021-11-01,11200,4,4,인문,인문,2023-02-23 14:09:08.536342
