yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
51,      일본어기초 1                                , 사공환 이경수 이애숙 쿠도에리코 공저                                                            , 한국방송통신대학교출판문화원                                        ,2018-02-01,12000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
52,      합성생물학                                , 김영창 노동현 김용대 김양훈 공저                                                            , 개신                                        ,2017-09-01,14000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
53,      칸트의 교육이론                                , 김영래 저                                                            , 학지사                                        ,2017-01-01,9600,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
54,      인간발달의 쟁점                                , 정순화 임정하 김경은 홍연애 황현주 윤정진 노 저                                                            , 학지사                                        ,2017-01-01,12000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
55,      철학의 이해  워크북 포함                                 , 박은미 등저                                                            , 한국방송통신대학교출판문화원                                        ,2016-08-01,12000,5,5,대학교재,강의지원도서,2023-02-22 23:13:21.976838
56,      복수노조시대의 노사관계전략   사용자 주도의 노사관계 만들기                                , 윤찬성 저                                                            , 한국학술정보                                        ,2016-05-01,12000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
57,      조울병 환자의 가족으로 살아가는 법                                , Cara Aiken 저                                                            , 시그마프레스                                        ,2015-12-01,8400,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
58,      경제학의 이해                                , 유일선 정홍열 홍필기 김현석 등저                                                            , 시그마프레스                                        ,2015-05-01,16100,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
59,      프리드버그 선형대수학                                , 스티븐 H  프리드버그 아놀드 J  인셀 로렌스 E  스펜스 저 심형보 감수                                                            , 한빛아카데미                                        ,2022-02-01,35000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
60,      쉽게 배우는 자료구조 with 파이썬                                , 문병로 저                                                            , 한빛아카데미                                        ,2022-01-01,29000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
61,      쉽게 배우는 자료구조 with 자바                                , 문병로 저                                                            , 한빛아카데미                                        ,2022-01-01,29000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
