순위,제목,저자,출판사,출간일,별점,장르
854,"미국 노예, 프레더릭 더글러스의 삶에 관한 이야기","프레더릭 더글러스 (지은이), 손세호 (옮긴이) ", 지식을만드는지식 , 2014년 2월,4.0,사전/기타
855,색의 유혹 : 색채심리와 컬러마케팅 - 살림지식총서 132,오수연 (지은이) , 살림 , 2011년 11월,3.0,사전/기타
856,애니메이션으로 보는 일본 : 소녀와 마녀 사이 - 살림지식총서 195,박규태 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
857,"신비주의 : 요가, 영지주의, 연금술, 수피주의 - 살림지식총서 219",금인숙 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
858,미국의 좌파와 우파 - 살림지식총서 001,이주영 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
859,유럽왕실의 탄생 - 살림지식총서 086,김현수 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
860,기생 이야기 : 일제시대의 대중스타 - 살림지식총서 294,신현규 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
861,"성, 그 억압과 진보의 역사 - 살림지식총서 223",윤가현 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
862,절대왕정의 탄생 - 살림지식총서 088,임승휘 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
863,살롱문화 - 살림지식총서 017,서정복 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
864,두 얼굴을 가진 하나님 : 성서로 보는 미국 노예제 - 살림지식총서 004,김형인 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
865,유대인 - 살림지식총서 039,정성호 (지은이) , 살림 , 2011년 11월,3.0,사전/기타
866,전쟁국가 일본 - 살림지식총서 189,이성환 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
867,양자 컴퓨터 : 21세기 과학혁명 - 살림지식총서 036,이순칠 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
868,패션과 명품 - 살림지식총서 145,이재진 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
869,최면의 세계 - 살림지식총서 032,설기문 (지은이) , 살림 , 2011년 11월,3.0,사전/기타
870,중세와 토마스 아퀴나스 - 살림지식총서 123,박주영 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
871,예루살렘 : 순례자의 도시 - 살림지식총서 104,최창모 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
872,동물행동학 - 살림지식총서 226,임신재 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
873,문화콘텐츠란 무엇인가 - 살림지식총서 217,최연구 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
874,발트 3국 : 잊혀졌던 유럽의 관문 - 살림지식총서 297,서진석 (지은이) , 살림 , 2011년 12월,4.0,사전/기타
875,무협 - 살림지식총서 062,문현선 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
876,블랙홀 - 살림지식총서 034,이충환 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
877,중세는 정말 암흑기였나 - 살림지식총서 025,이경재 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
878,애니메이션의 장르와 역사 - 살림지식총서 019,이용배 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
879,한국 교회의 역사 - 살림지식총서 041,서정민 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
880,버지니아 울프 : 살아남은 여성 예술가의 초상 - 살림지식총서 053,김희정 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
881,미술경매 이야기 - 살림지식총서 314,이규현 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
882,양주 이야기 - 살림지식총서 134,김준철 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
883,성스러움과 폭력 - 살림지식총서 029,류성민 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
884,부다페스트 : 다뉴브의 진주 - 살림지식총서 240,김성진 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
885,뮤지엄 건축 : 도시 속의 박물관과 미술관 - 살림지식총서 206,서상우 (지은이) , 살림 , 2011년 11월,0.0,사전/기타
886,누가 하이카라 여성을 데리고 사누 : 여학생과 연애 - 살림지식총서 151,김미지 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
887,미국의 정체성 : 10가지 코드로 미국을 말한다 - 살림지식총서 002,김형인 (지은이) , 살림 , 2011년 11월,3.0,사전/기타
888,초월을 향한 지향 요가 - 살림지식총서 068,류경희 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
889,아파트의 문화사 - 살림지식총서 224,박철수 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
890,그리스 사유의 기원 - 살림지식총서 049,김재홍 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
891,리콴유 : 작지만 강한 싱가포르 건설을 위해 - 살림지식총서 301,김성진 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
892,자살 - 살림지식총서 222,이진홍 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
893,상트 페테르부르크 : 유럽을 향한 창 - 살림지식총서 105,방일권 (지은이) , 살림 , 2011년 11월,5.0,사전/기타
894,군사학 논고 천줄읽기,"플라비우스 베게티우스 레나투스 (지은이), 정토웅 (옮긴이) ", 지식을만드는지식 , 2011년 10월,4.0,사전/기타
895,"아테네인, 스파르타인 - 살림지식총서 173",윤진 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
896,주역과 운명 - 살림지식총서 135,심의용 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
897,영화로 보는 미국 : 할리우드 영화의 문화적 의미 - 살림지식총서 007,김성곤 (지은이) , 살림 , 2011년 11월,3.5,사전/기타
898,영어 구동사 사전 (A Dictionary of Phrasal Verbs in English),이기동 (지은이) , 한국문화사 , 2022년 9월,0.0,사전/기타
899,간도는 누구의 땅인가 - 살림지식총서 140,이성환 (지은이) , 살림 , 2011년 11월,4.5,사전/기타
900,문신의 역사 - 살림지식총서 020,조현설 (지은이) , 살림 , 2011년 11월,4.0,사전/기타
901,음식 중독,"마이클 모스 (지은이), 연아람 (옮긴이) ", 민음사 , 2023년 1월,4.5,사회과학
902,미스터 프레지던트,탁현민 (지은이) , 메디치미디어 , 2023년 2월,5.0,사회과학
903,사피엔스,"유발 하라리 (지은이), 조현욱 (옮긴이), 이태수 (감수) ", 김영사 , 2023년 1월,4.5,사회과학
904,공정하다는 착각,"마이클 샌델 (지은이), 함규진 (옮긴이) ", 와이즈베리 , 2020년 11월,4.0,사회과학
905,왕자님의 연애편지,이경민 (지은이) , 라이스메이커 , 2022년 12월,5.0,사회과학
906,중국은 어떻게 실패하는가,"할 브랜즈, 마이클 베클리 (지은이), 김종수 (옮긴이) ", 부키 , 2023년 2월,5.0,사회과학
907,뉴욕 정신과 의사의 사람 도서관,나종호 (지은이) , 아몬드 , 2022년 5월,4.5,사회과학
908,자미,"오드리 로드 (지은이), 송섬별 (옮긴이) ", 디플롯 , 2023년 2월,5.0,사회과학
909,마가리타 27호,양승채 (지은이) , 다다북스 , 2023년 1월,5.0,사회과학
910,정의란 무엇인가,"마이클 샌델 (지은이), 김명철 (옮긴이), 김선욱 (감수) ", 와이즈베리 , 2014년 11월,4.5,사회과학
911,지리의 힘,"팀 마샬 (지은이), 김미선 (옮긴이) ", 사이 , 2016년 8월,4.0,사회과학
912,지리의 힘 2,"팀 마샬 (지은이), 김미선 (옮긴이) ", 사이 , 2022년 4월,4.0,사회과학
913,시장으로 간 성폭력,김보화 (지은이) , 휴머니스트 , 2023년 2월,5.0,사회과학
914,"다시, 어떻게 읽을 것인가","나오미 배런 (지은이), 전병근 (옮긴이) ", 어크로스 , 2023년 1월,4.5,사회과학
915,영화를 빨리 감기로 보는 사람들,"이나다 도요시 (지은이), 황미숙 (옮긴이) ", 현대지성 , 2022년 11월,5.0,사회과학
916,우리는 중독을 사랑해,도우리 (지은이) , 한겨레출판 , 2022년 11월,4.5,사회과학
917,전쟁으로 보는 서양사,"살라흐 앗 딘 (지은이), 압둘와헤구루 (그림) ", 부커 , 2023년 2월,4.5,사회과학
918,군주론,"니콜로 마키아벨리 (지은이), 이시연 (옮긴이) ", 더클래식 , 2018년 11월,4.5,사회과학
919,빈곤 과정,조문영 (지은이) , 글항아리 , 2022년 12월,4.0,사회과학
920,리추얼의 종말,"한병철 (지은이), 전대호 (옮긴이) ", 김영사 , 2021년 10월,5.0,사회과학
921,경제 뉴스가 그렇게 어렵습니까?,이상민 (지은이) , 빨간소금 , 2023년 1월,4.0,사회과학
922,가족을 구성할 권리,김순남 (지은이) , 오월의봄 , 2022년 10월,5.0,사회과학
923,나는 어떻게 성형미인이 되었나,임소연 (지은이) , 돌베개 , 2022년 12월,5.0,사회과학
924,반드시 읽어야 할 사회학 베스트 30,"다케우치 요우 (지은이), 윤경희 (옮긴이) ", 더디퍼런스 , 2023년 2월,0.0,사회과학
925,최재천의 공부,"최재천, 안희경 (지은이) ", 김영사 , 2022년 5월,4.5,사회과학
926,사이보그가 되다,"김초엽, 김원영 (지은이) ", 사계절 , 2021년 1월,4.5,사회과학
927,자유론 (개정판),"존 스튜어트 밀 (지은이), 서병훈 (옮긴이) ", 책세상 , 2018년 4월,4.5,사회과학
928,우리가 명함이 없지 일을 안 했냐,경향신문 젠더기획팀 (지은이) , 휴머니스트 , 2023년 1월,5.0,사회과학
929,나는 옐로에 화이트에 약간 블루,"브래디 미카코 (지은이), 김영현 (옮긴이) ", 다다서재 , 2020년 4월,5.0,사회과학
930,돌봄과 작업,"홍한별, 정서경, 서유미 (지은이) ", 돌고래 , 2022년 12월,4.5,사회과학
931,교사의 말 연습,김성효 (지은이) , 빅피시 , 2023년 1월,5.0,사회과학
932,피로사회,"한병철 (지은이), 김태환 (옮긴이) ", 문학과지성사 , 2012년 3월,4.5,사회과학
933,선량한 차별주의자,김지혜 (지은이) , 창비 , 2019년 7월,4.0,사회과학
934,"사람, 장소, 환대",김현경 (지은이) , 문학과지성사 , 2016년 11월,0.0,사회과학
935,침묵의 봄,"레이첼 카슨 (지은이), 김은령 (옮긴이), 홍욱희 (감수) ", 에코리브르 , 2018년 4월,4.5,사회과학
936,랩 걸,"호프 자런 (지은이), 김희정 (옮긴이) ", 알마 , 2017년 7월,0.0,사회과학
937,어떻게 공부할 것인가,"마크 맥대니얼, 피터 브라운, 헨리 뢰디거 (지은이), 김아영 (옮긴이) ", 와이즈베리 , 2014년 12월,4.5,사회과학
938,공부머리 독서법 : 실현 가능하고 지속 가능한 독서교육의 모든 것,최승필 (지은이) , 책구루 , 2018년 7월,4.5,사회과학
939,김지은입니다,김지은 (지은이) , 봄알람 , 2020년 3월,4.5,사회과학
940,욕구들,"캐럴라인 냅 (지은이), 정지인 (옮긴이) ", 북하우스 , 2021년 6월,5.0,사회과학
941,인간의 흑역사 : 인간의 욕심은 끝이 없고 똑같은 실수를 반복한다,"톰 필립스 (지은이), 홍한결 (옮긴이) ", 윌북 , 2019년 10월,4.5,사회과학
942,다락방의 미친 여자,"샌드라 길버트, 수전 구바 (지은이), 박오복 (옮긴이) ", 북하우스 , 2022년 9월,5.0,사회과학
943,신비롭지 않은 여자들,임소연 (지은이) , 민음사 , 2022년 6월,4.5,사회과학
944,"차이나 쇼크, 한국의 선택",한청훤 (지은이) , 사이드웨이 , 2022년 8월,4.5,사회과학
945,깻잎 투쟁기,우춘희 (지은이) , 교양인 , 2022년 6월,5.0,사회과학
946,타오르는 질문들,"마거릿 애트우드 (지은이), 이재경 (옮긴이) ", 위즈덤하우스 , 2022년 10월,5.0,사회과학
947,사물의 소멸,"한병철 (지은이), 전대호 (옮긴이) ", 김영사 , 2022년 9월,5.0,사회과학
948,정희진처럼 읽기,정희진 (지은이) , 교양인 , 2017년 5월,0.0,사회과학
949,식량위기 대한민국,남재작 (지은이) , 웨일북 , 2022년 7월,4.5,사회과학
950,반항하는 인간,"알베르 카뮈 (지은이), 김화영 (옮긴이) ", 민음사 , 2021년 7월,5.0,사회과학
951,가짜 자존감 권하는 사회,김태형 (지은이) , 갈매나무 , 2018년 1월,4.5,사회과학
952,말을 부수는 말,이라영 (지은이) , 한겨레출판 , 2023년 1월,5.0,사회과학
953,"여성, 인종, 계급","앤절라 Y. 데이비스 (지은이), 성원 (옮긴이) ", arte(아르테) , 2022년 8월,5.0,사회과학
954,납치된 도시에서 길찾기,전현우 (지은이) , 민음사 , 2022년 12월,5.0,사회과학
955,경계선 지능 아동의 정서사회성,"정하나, 유선미, 김지연 (지은이) ", 이담북스 , 2021년 11월,5.0,사회과학
956,한 번은 불러보았다,정회옥 (지은이) , 위즈덤하우스 , 2022년 10월,4.5,사회과학
957,허쌤의 학급경영 코칭,테크빌교육(즐거운학교) ,, 2019년 7월,5.0,사회과학
958,애덤 스미스 함께 읽기,장경덕 (지은이) , 글항아리 , 2023년 2월,0.0,사회과학
959,호모 데우스,"유발 하라리 (지은이), 김명주 (옮긴이) ", 김영사 , 2023년 1월,4.5,사회과학
960,악의 마음을 읽는 자들 : 국내 최초 프로파일러의 연쇄살인 추적기,"고나무, 권일용 (지은이) ", 알마 , 2018년 11월,4.0,사회과학
961,왜 세계의 절반은 굶주리는가?,"우석훈, 장 지글러 (지은이), 유영미 (옮긴이) ", 갈라파고스 , 2016년 7월,4.5,사회과학
962,월든 (한글판),"헨리 데이비드 소로 (지은이), 전행선 (옮긴이) ", 더클래식 , 2013년 6월,4.0,사회과학
963,계속 가보겠습니다,임은정 (지은이) , 메디치미디어 , 2022년 8월,5.0,사회과학
964,두 번째 지구는 없다,"타일러 라쉬 (지은이), 이영란 (감수) ", 알에이치코리아(RHK) , 2020년 7월,4.5,사회과학
965,군주론,"니콜로 마키아벨리 (지은이), 김운찬 (옮긴이) ", 현대지성 , 2021년 7월,5.0,사회과학
966,"빌 게이츠, 기후재앙을 피하는 법","빌 게이츠 (지은이), 김민주, 이엽 (옮긴이) ", 김영사 , 2021년 2월,4.5,사회과학
967,나는 오늘 나에게 ADHD라는 이름을 주었다,신지수 (지은이) , 휴머니스트 , 2021년 7월,4.0,사회과학
968,타인의 해석 : 당신이 모르는 사람을 만났을 때,"말콤 글래드웰 (지은이), 유강은 (옮긴이), 김경일 (감수) ", 김영사 , 2020년 3월,4.0,사회과학
969,군주론,"니콜로 마키아벨리 (지은이), 강정인, 김경희 (옮긴이) ", 까치 , 2019년 11월,4.5,사회과학
970,국가는 왜 실패하는가,"대런 애쓰모글루, 제임스 A. 로빈슨 (지은이), 최완규 (옮긴이), 장경덕 (감수) ", 시공사 , 2020년 2월,4.0,사회과학
971,사이코패스는 일상의 그늘에 숨어 지낸다,"이수정, 김경옥 (지은이) ", 중앙M&B , 2018년 8월,4.0,사회과학
972,해러웨이 선언문,"도나 해러웨이 (지은이), 황희선 (옮긴이) ", 책세상 , 2019년 7월,0.0,사회과학
973,공산당 선언 (개정판),"카를 마르크스, 프리드리히 엥겔스 (지은이), 이진우 (옮긴이) ", 책세상 , 2018년 8월,4.0,사회과학
974,특이점이 온다,"레이 커즈와일 (지은이), 장시형, 김명남 (옮긴이), 진대제 (감수) ", 김영사 , 2020년 2월,5.0,사회과학
975,마이너리티 디자인,"사와다 도모히로 (지은이), 김영현 (옮긴이) ", 다다서재 , 2022년 6월,5.0,사회과학
976,"예정된 전쟁 : 미국과 중국의 패권 경쟁,  그리고 한반도의 운명","그레이엄 앨리슨 (지은이), 정혜윤 (옮긴이) ", 세종(세종서적) , 2018년 1월,4.0,사회과학
977,펀 홈 : 가족 희비극 (2019 텍스트형 전자책 제작 지원 선정작),"앨리슨 벡델 (지은이), 이현 (옮긴이) ", 움직씨 , 2019년 12월,4.5,사회과학
978,수학 잘하는 아이는 이렇게 공부합니다,류승재 (지은이) , 블루무스 , 2021년 3월,4.5,사회과학
979,최종 경고 : 6도의 멸종,"마크 라이너스 (지은이), 김아림 (옮긴이) ", 세종(세종서적) , 2022년 7월,5.0,사회과학
980,"여성, 경찰하는 마음","여성 경찰 23인 (지은이), 주명희 (엮은이), 경찰 젠더연구회 (기획) ", 생각정원 , 2022년 10월,5.0,사회과학
981,문명의 충돌,"새뮤얼 헌팅턴 (지은이), 이희재 (옮긴이) ", 김영사 , 2017년 4월,4.0,사회과학
982,여성과 광기,"필리스 체슬러 (지은이), 임옥희 (옮긴이) ", 위고 , 2021년 10월,5.0,사회과학
983,사라질 수 없는 사람들,"제니퍼 M. 실바 (지은이), 성원 (옮긴이) ", 문예출판사 , 2022년 12월,5.0,사회과학
984,알지 못하는 아이의 죽음,"은유 (지은이), 임진실 (사진) ", 돌베개 , 2019년 7월,5.0,사회과학
985,중동전쟁,"임용한, 조현영 (지은이) ", 레드리버 , 2022년 12월,5.0,사회과학
986,프로테스탄티즘의 윤리와 자본주의 정신,"막스 베버 (지은이), 박성수 (옮긴이) ", 문예출판사 , 2013년 10월,4.0,사회과학
987,길 위의 철학자,"에릭 호퍼 (지은이), 방대수 (옮긴이) ", 이다미디어 , 2014년 2월,4.0,사회과학
