aladin_순위,제목,aladin_저자,aladin_출판사,aladin_출간일,aladin_가격,aladin_평점,aladin_장르,상명대학교_학술정보관_장르,현재 날짜
  90    ,신은 성서를 쓰지 않았다,"카럴 판스하이크, 카이 미헬 (지은이), 추선영 (옮긴이) ", 시공사 ,2023-01-01,27300,5.0,인문학,인문,2023-02-23
  91    ,우크라이나에서 온 메시지,"볼로디미르 젤렌스키 (지은이), 박누리, 박상현 (옮긴이) ", 웅진지식하우스 ,2023-01-01,9900,4.0,인문학,인문,2023-02-23
  92    ,한류의 역사,강준만 (지은이) , 인물과사상사 ,2020-09-01,23100,5.0,인문학,인문,2023-02-23
  93    ,캐런 바라드,박신현 (지은이) , 컴북스캠퍼스 ,2023-01-01,9600,5.0,인문학,인문,2023-02-23
  94    ,바람이 분다 살아야겠다,"강신주, 지승호 (지은이) ", EBS BOOKS ,2022-03-01,11900,5.0,인문학,인문,2023-02-23
  95    ,한 문장이라도 제대로 쓰는 법,이연정 (지은이) , 21세기북스 ,2023-02-01,14400,5.0,인문학,인문,2023-02-23
  96    ,치매의 모든 것,"휘프 바위선 (지은이), 장혜경 (옮긴이), 한지원 (감수) ", 심심 ,2022-11-01,18700,5.0,인문학,인문,2023-02-23
  97    ,자존감 수업,윤홍균 (지은이) , 심플라이프 ,2016-09-01,11000,4.0,인문학,인문,2023-02-23
  98    ,호모 데우스,"유발 하라리 (지은이), 김명주 (옮긴이) ", 김영사 ,2023-01-01,15750,4.5,인문학,인문,2023-02-23
  99    ,최재천의 공부,"최재천, 안희경 (지은이) ", 김영사 ,2022-05-01,10400,4.5,인문학,인문,2023-02-23
  100    ,떨림과 울림,김상욱 (지은이) , 동아시아 ,2018-11-01,9000,4.5,인문학,인문,2023-02-23
  1    ,사이토 히토리의 1퍼센트 부자의법칙,"사이토 히토리 (지은이), 김진아 (옮긴이) ", 나비스쿨 ,2023-02-01,12000,5.0,자기계발,에세이/산문,2023-02-23
  2    ,김미경의 마흔 수업,김미경 (지은이) , 어웨이크북스 ,2023-02-01,12600,4.5,자기계발,에세이/산문,2023-02-23
  3    ,[100% 페이백] 하나를 비우니 모든 게 달라졌다,이초아 (지은이) , 북스톤 ,2023-02-01,11000,0.0,자기계발,에세이/산문,2023-02-23
  4    ,만일 내가 인생을 다시 산다면 (10만 부 기념 스페셜 에디션),김혜남 (지은이) , 메이븐 ,2022-11-01,12000,4.5,자기계발,에세이/산문,2023-02-23
  5    ,원씽,"게리 켈러, 제이 파파산 (지은이), 구세희 (옮긴이) ", 비즈니스북스 ,2013-08-01,10000,4.0,자기계발,에세이/산문,2023-02-23
  6    ,무조건 합격하는 암기의 기술,이윤규 (지은이) , 더퀘스트 ,2023-01-01,15040,5.0,자기계발,에세이/산문,2023-02-23
  7    ,챗GPT,반병현 (지은이) , 생능북스 ,2023-02-01,11000,5.0,자기계발,에세이/산문,2023-02-23
  8    ,역행자,자청 (지은이) , 웅진지식하우스 ,2022-05-01,11070,3.5,자기계발,에세이/산문,2023-02-23
  9    ,데일 카네기 인간관계론,"데일 카네기 (지은이), 임상훈 (옮긴이) ", 현대지성 ,2019-10-01,5500,4.5,자기계발,에세이/산문,2023-02-23
  10    ,보도 섀퍼 부의 레버리지,"보도 섀퍼 (지은이), 한윤진 (옮긴이) ", 비즈니스북스 ,2023-02-01,11030,5.0,자기계발,에세이/산문,2023-02-23
  11    ,어른의 어휘 공부,신효원 (지은이) , 책장속북스 ,2022-09-01,12800,5.0,자기계발,에세이/산문,2023-02-23
  12    ,모든 것이 괜찮아지는 기술,"데런 브라운 (지은이), 김정희 (옮긴이) ", 너를위한 ,2023-01-01,12300,5.0,자기계발,에세이/산문,2023-02-23
  13    ,악인론,손수현 (지은이) , 다산북스 ,2023-02-01,11610,3.0,자기계발,에세이/산문,2023-02-23
  14    ,레버리지 (20만 부 기념 블랙에디션),"롭 무어 (지은이), 김유미 (옮긴이) ", 다산북스 ,2023-02-01,11340,4.0,자기계발,에세이/산문,2023-02-23
  15    ,게으른 완벽주의자를 위한 심리학,"헤이든 핀치 (지은이), 이은정 (옮긴이) ", 시크릿하우스 ,2022-08-01,11900,5.0,자기계발,에세이/산문,2023-02-23
  16    ,데일 카네기 자기 관리론 (국내 최초 무삭제 완역본),"데일 카네기 (지은이), 유광선(WILDS), 김광수 (옮긴이) ", 와일드북 ,2023-01-01,4500,5.0,자기계발,에세이/산문,2023-02-23
  17    ,진짜 쓰는 실무 엑셀,오빠두(전진권) (지은이) , 제이펍 ,2022-09-01,14700,5.0,자기계발,에세이/산문,2023-02-23
  18    ,일생에 단 한번은 독기를 품어라,권민창 (지은이) , 마인드셋 ,2023-02-01,11000,5.0,자기계발,에세이/산문,2023-02-23
  19    ,아주 작은 습관의 힘,"제임스 클리어 (지은이), 이한이 (옮긴이) ", 비즈니스북스 ,2019-02-01,11200,4.5,자기계발,에세이/산문,2023-02-23
  20    ,설득의 심리학 (개정판),"로버트 치알디니 (지은이), 황혜숙 (옮긴이) ", 21세기북스 ,2013-08-01,12800,4.5,자기계발,에세이/산문,2023-02-23
  21    ,되는 사람,"도널드 밀러 (지은이), 김은영 (옮긴이) ", 윌북 ,2023-02-01,12500,5.0,자기계발,에세이/산문,2023-02-23
  22    ,데일 카네기 자기관리론,데일 카네기 (지은이) , 현대지성 ,2021-01-01,5500,4.5,자기계발,에세이/산문,2023-02-23
  23    ,타이탄의 도구들,"팀 페리스 (지은이), 박선령, 정지현 (옮긴이) ", 토네이도 ,2017-04-01,14400,4.0,자기계발,에세이/산문,2023-02-23
  24    ,부는 어디서 오는가,"월리스 D. 와틀스 (지은이), 이상미 (옮긴이) ", 포레스트북스 ,2022-12-01,10500,4.5,자기계발,에세이/산문,2023-02-23
  25    ,웰씽킹,켈리 최 (지은이) , 다산북스 ,2021-11-01,11200,4.5,자기계발,에세이/산문,2023-02-23
  26    ,그릿(50만부 판매 기념 리커버 골드에디션),"앤절라 더크워스 (지은이), 김미정 (옮긴이) ", 비즈니스북스 ,2019-02-01,12600,4.5,자기계발,에세이/산문,2023-02-23
  27    ,사람을 얻는 지혜 (스페인어 원전 완역본),"발타자르 그라시안 (지은이), 김유경 (옮긴이) ", 현대지성 ,2022-10-01,6900,5.0,자기계발,에세이/산문,2023-02-23
  28    ,가진 돈은 몽땅 써라,"호리에 다카후미 (지은이), 윤지나 (옮긴이) ", 쌤앤파커스 ,2022-06-01,9800,4.0,자기계발,에세이/산문,2023-02-23
  29    ,"우리, 편하게 말해요",이금희 (지은이) , 웅진지식하우스 ,2022-10-01,10800,4.5,자기계발,에세이/산문,2023-02-23
  30    ,화이트 스페이스,"줄리엣 펀트 (지은이), 안기순 (옮긴이) ", 알키 ,2023-02-01,13680,5.0,자기계발,에세이/산문,2023-02-23
  31    ,10배의 법칙,"그랜트 카돈 (지은이), 최은아 (옮긴이) ", 부키 ,2022-04-01,12000,4.5,자기계발,에세이/산문,2023-02-23
  32    ,데일리 필로소피,"라이언 홀리데이, 스티븐 핸슬먼 (지은이), 장원철 (옮긴이) ", 다산초당 ,2021-12-01,12600,4.5,자기계발,에세이/산문,2023-02-23
  33    ,신경 끄기 연습,"나이토 요시히토 (지은이), 김한나 (옮긴이) ", 유노책주 ,2023-01-01,12000,5.0,자기계발,에세이/산문,2023-02-23
  34    ,합리적 남자,"롤로 토마시 (지은이), 임현진 (옮긴이) ", 아니마 ,2020-02-01,7800,4.5,자기계발,에세이/산문,2023-02-23
  35    ,The Secret 시크릿,"론다 번 (지은이), 김우열 (옮긴이) ", 살림Biz ,2012-10-01,9000,4.0,자기계발,에세이/산문,2023-02-23
  36    ,당신의 뇌는 최적화를 원한다,"가바사와 시온 (지은이), 오시연 (옮긴이) ", 쌤앤파커스 ,2019-02-01,10500,4.0,자기계발,에세이/산문,2023-02-23
  37    ,지금 이 순간을 살아라,"에크하르트 톨레 (지은이), 노혜숙, 유영일 (옮긴이) ", 양문 ,2014-05-01,7500,4.5,자기계발,에세이/산문,2023-02-23
  38    ,회복탄력성 (리커버),김주환 (지은이) , 위즈덤하우스 ,2019-04-01,10360,5.0,자기계발,에세이/산문,2023-02-23
  39    ,비상식적 성공 법칙,"간다 마사노리 (지은이), 서승범 (옮긴이) ", 생각지도 ,2022-06-01,13000,4.5,자기계발,에세이/산문,2023-02-23
  40    ,감정은 습관이다,박용철 (지은이) , 유노책주 ,2023-01-01,13000,5.0,자기계발,에세이/산문,2023-02-23
  41    ,나는 무조건 합격하는 공부만 한다,이윤규 (지은이) , 비즈니스북스 ,2019-12-01,10500,4.0,자기계발,에세이/산문,2023-02-23
  42    ,내가 알고 있는 걸 당신도 알게 된다면 (리커버 에디션),"칼 필레머 (지은이), 박여진 (옮긴이) ", 토네이도 ,2022-08-01,13600,5.0,자기계발,에세이/산문,2023-02-23
  43    ,생각이 너무 많은 서른 살에게,김은주 (지은이) , 메이븐 ,2021-06-01,11000,4.0,자기계발,에세이/산문,2023-02-23
  44    ,일 잘하는 디자이너,"시부야 료이치(파치파치 디자인) (지은이), 안동현 (옮긴이) ", 이지스퍼블리싱 ,2023-02-01,11000,5.0,자기계발,에세이/산문,2023-02-23
  45    ,[세트] 현대지성 클래식 오디오북 (총10권),"발타자르 그라시안 (지은이), 김유경 (옮긴이), 박상훈 (낭독) ", 현대지성 ,2023-02-01,65900,0.0,자기계발,에세이/산문,2023-02-23
  46    ,삶을 바꾸는 질문의 기술,"엘커 비스 (지은이), 유동익, 강재형 (옮긴이) ", 동양북스(동양문고) ,2023-02-01,11000,5.0,자기계발,에세이/산문,2023-02-23
  47    ,사람을 얻는 지혜,"발타자르 그라시안 (지은이), 임정재 (옮긴이) ", 타커스(끌레마) ,2016-03-01,7590,5.0,자기계발,에세이/산문,2023-02-23
  48    ,멘탈을 바꿔야 인생이 바뀐다,박세니 (지은이) , 마인드셋 ,2022-05-01,11000,4.0,자기계발,에세이/산문,2023-02-23
  49    ,무기가 되는 스토리 : 브랜드 전쟁에서 살아남는 7가지 문장 공식,"도널드 밀러 (지은이), 이지연 (옮긴이) ", 윌북 ,2018-09-01,10360,4.5,자기계발,에세이/산문,2023-02-23
  50    ,말센스,"셀레스트 헤들리 (지은이), 김성환 (옮긴이) ", 스몰빅라이프 ,2019-02-01,10000,4.0,자기계발,에세이/산문,2023-02-23
  51    ,나는 무조건 한 번에 합격한다,이형재 (지은이) , 웅진지식하우스 ,2022-07-01,12000,5.0,자기계발,에세이/산문,2023-02-23
  52    ,사랑 수업,윤홍균 (지은이) , 심플라이프 ,2020-12-01,11500,4.5,자기계발,에세이/산문,2023-02-23
  53    ,타인의 마음,"김경일, 사피엔스 스튜디오 (지은이) ", 샘터사 ,2022-12-01,12600,5.0,자기계발,에세이/산문,2023-02-23
  54    ,"눈치껏 못 배웁니다, 일센스",공여사들 (지은이) , 21세기북스 ,2021-05-01,12800,5.0,자기계발,에세이/산문,2023-02-23
  55    ,무조건 팔리는 카피,"글렌 피셔 (지은이), 박지혜 (옮긴이) ", 동양북스(동양문고) ,2023-01-01,13000,5.0,자기계발,에세이/산문,2023-02-23
  56    ,조셉 머피 끌어당김의 기적,"조셉 머피 (지은이), 조율리 (옮긴이) ", 다산북스 ,2023-01-01,15400,4.5,자기계발,에세이/산문,2023-02-23
  57    ,우리가 원하는 대로 살 수 있다면,"앤절라 아홀라 (지은이), 양소하 (옮긴이) ", 청림출판 ,2022-12-01,11900,4.5,자기계발,에세이/산문,2023-02-23
  58    ,무라카미 하루키 명언 30,무라카미 하루키 (지은이) , GOT(group of text) ,2023-02-01,2000,0.0,자기계발,에세이/산문,2023-02-23
  59    ,지무비의 유튜브 엑시트,지무비(나현갑) (지은이) , 21세기북스 ,2023-02-01,15840,5.0,자기계발,에세이/산문,2023-02-23
  60    ,나는 4시간만 일한다,"팀 페리스 (지은이), 최원형, 윤춘송 (옮긴이) ", 다른상상 ,2017-10-01,10360,4.0,자기계발,에세이/산문,2023-02-23
  61    ,밥 프록터 부의 확신,"밥 프록터 (지은이), 김문주 (옮긴이) ", 비즈니스북스 ,2022-07-01,11200,5.0,자기계발,에세이/산문,2023-02-23
  62    ,네빌고다드의 부활,네빌 고다드 (지은이) , 서른세개의계단 ,2013-12-01,9500,4.5,자기계발,에세이/산문,2023-02-23
  63    ,조셉 머피 부의 초월자,"조셉 머피 (지은이), 조율리 (옮긴이) ", 다산북스 ,2022-10-01,15400,4.0,자기계발,에세이/산문,2023-02-23
  64    ,일 잘하는 사람은 단순하게 말합니다,박소연 (지은이) , 더퀘스트 ,2020-05-01,11550,5.0,자기계발,에세이/산문,2023-02-23
  65    ,나는 왜 혼자가 편할까?,"오카다 다카시 (지은이), 김해용 (옮긴이) ", 동양북스(동양문고) ,2022-02-01,10000,4.5,자기계발,에세이/산문,2023-02-23
  66    ,찰리 멍거 바이블,"이건, 김재현 (지은이) ", 에프엔미디어 ,2022-12-01,17000,4.5,자기계발,에세이/산문,2023-02-23
  67    ,일론 머스크: 미래의 설계자,"애슐리 반스 (지은이), 안기순 (옮긴이) ", 김영사 ,2015-05-01,11250,4.5,자기계발,에세이/산문,2023-02-23
  68    ,이 진리가 당신에게 닿기를,"돈 미겔 루이스, 돈 호세 루이스, 재닛 밀스 (지은이) ", 페이지2(page2) ,2022-12-01,11000,4.5,자기계발,에세이/산문,2023-02-23
  69    ,말 잘한다는 소리를 들으면 소원이 없겠다,정흥수(흥버튼) (지은이) , 비즈니스북스 ,2022-06-01,11200,5.0,자기계발,에세이/산문,2023-02-23
  70    ,시간을 선택하는 기술 블럭식스,정지하(룩말) (지은이) , 한즈미디어 ,2021-12-01,11900,5.0,자기계발,에세이/산문,2023-02-23
  71    ,악마의 연애술 : 그를 내 남자로 만드는 긴자의 법칙 133,"나비 (지은이), 신현정 (옮긴이) ", 새움 ,2013-04-01,7200,4.0,자기계발,에세이/산문,2023-02-23
  72    ,"부자는 됐고, 적당히 벌고 적당히 잘사는 법","풍백(임다혜) (지은이), 화이트아울프로젝트 (옮긴이) ", 잇콘 ,2023-01-01,11200,5.0,자기계발,에세이/산문,2023-02-23
  73    ,드론 지도조종자 교관과정 핵심정리 및 기출유형문제,홍석길 (지은이) , 유페이퍼 ,2023-01-01,9500,0.0,자기계발,에세이/산문,2023-02-23
  74    ,어떻게 능력을 보여 줄것인가 : 당신의 가치를 빛나게 할 능력 어필의 기술,안인희 (옮긴이) , 갤리온 ,2018-09-01,10500,4.0,자기계발,에세이/산문,2023-02-23
  75    ,큇 QUIT,"애니 듀크 (지은이), 고현석 (옮긴이) ", 세종(세종서적) ,2023-01-01,14700,5.0,자기계발,에세이/산문,2023-02-23
  76    ,콰이어트 모닝,추현호 (지은이) , 클레이하우스 ,2023-02-01,11500,5.0,자기계발,에세이/산문,2023-02-23
  77    ,아이디어가 팔리는 순간,"탬슨 웹스터 (지은이), 박세연 (옮긴이) ", 현대지성 ,2023-01-01,11000,5.0,자기계발,에세이/산문,2023-02-23
  78    ,마음의 법칙,"폴커 키츠, 마누엘 투쉬 (지은이), 김희상 (옮긴이) ", 포레스트북스 ,2022-02-01,11200,4.5,자기계발,에세이/산문,2023-02-23
  79    ,기분이 태도가 되지 않게,"레몬심리 (지은이), 박영란 (옮긴이) ", 갤리온 ,2020-07-01,9800,3.0,자기계발,에세이/산문,2023-02-23
  80    ,미라클 모닝,"할 엘로드 (지은이), 김현수 (옮긴이) ", 한빛비즈 ,2020-02-01,8400,4.0,자기계발,에세이/산문,2023-02-23
  81    ,더 해빙,"이서윤, 홍주연 (지은이) ", 수오서재 ,2021-11-01,12500,4.0,자기계발,에세이/산문,2023-02-23
  82    ,서울 자가에 대기업 다니는 김 부장 이야기 3 : 송 과장 편,송희구 (지은이) , 서삼독 ,2021-11-01,12000,4.5,자기계발,에세이/산문,2023-02-23
  83    ,[요약발췌본] 하버드 100년 전통 말하기 수업,"이에스더 (옮긴이), 선호제 (낭독) ", 리드리드출판(한국능률협회) ,2020-07-01,6000,4.5,자기계발,에세이/산문,2023-02-23
  84    ,힘들어도 사람한테 너무 기대지 마세요,정우열 (지은이) , 동양북스(동양문고) ,2022-05-01,9450,5.0,자기계발,에세이/산문,2023-02-23
  85    ,더 시스템,"스콧 애덤스 (지은이), 김인수 (옮긴이) ", 베리북 ,2020-08-01,11200,4.0,자기계발,에세이/산문,2023-02-23
  86    ,왓칭 WATCHING,김상운 (지은이) , 정신세계사 ,2016-01-01,9100,4.0,자기계발,에세이/산문,2023-02-23
  87    ,리얼리티 트랜서핑.,"바딤 젤란드 (지은이), 박인수 (옮긴이) ", 정신세계사 ,2012-08-01,7700,4.5,자기계발,에세이/산문,2023-02-23
  88    ,영어 필사 100일의 기적,퍼포먼스 코치 리아 (지은이) , 넥서스 ,2021-11-01,10500,4.5,자기계발,에세이/산문,2023-02-23
  89    ,어른의 문해력,김선영 (지은이) , 블랙피쉬 ,2022-06-01,9800,4.5,자기계발,에세이/산문,2023-02-23
  90    ,하루 24시간 어떻게 살 것인가,"아널드 베넷 (지은이), 이미숙 (옮긴이) ", 더스토리 ,2020-03-01,990,5.0,자기계발,에세이/산문,2023-02-23
  91    ,네빌링,리그파 (지은이) , 서른세개의계단 ,2014-09-01,9800,4.5,자기계발,에세이/산문,2023-02-23
  92    ,모든 것이 되는 법 : 꿈이 너무 많은 당신을 위한 새로운 삶의 방식,김보미 (옮긴이) , 웅진지식하우스 ,2017-12-01,10360,4.5,자기계발,에세이/산문,2023-02-23
  93    ,더 바이브 The Vibe,이하영 (지은이) , 미다스북스 ,2023-01-01,9000,5.0,자기계발,에세이/산문,2023-02-23
  94    ,말의 알고리즘,"김정호, 고은미 (지은이) ", 한밤의책 ,2022-06-01,11000,5.0,자기계발,에세이/산문,2023-02-23
  95    ,무례한 사람에게 휘둘리지 않는 법,정재훈 (지은이) , 마인드셋 ,2022-05-01,10500,5.0,자기계발,에세이/산문,2023-02-23
  96    ,린치핀,"세스 고딘 (지은이), 윤영삼 (옮긴이) ", 라이스메이커 ,2019-12-01,12600,4.0,자기계발,에세이/산문,2023-02-23
  97    ,당신도 초자연적이 될 수 있다,"조 디스펜자 (지은이), 추미란 (옮긴이) ", 샨티 ,2022-11-01,22000,4.5,자기계발,에세이/산문,2023-02-23
  98    ,밥 프록터의 위대한 확언,"밥 프록터 (지은이), 김잔디 (옮긴이), 조성희 (감수) ", 페이지2(page2) ,2022-12-01,12500,5.0,자기계발,에세이/산문,2023-02-23
  99    ,마음챙김,샤우나 샤피로 (지은이) , 안드로메디안 ,2021-01-01,11500,4.0,자기계발,에세이/산문,2023-02-23
  100    ,결혼은 신중하게 이혼은 신속하게,이지훈 (지은이) , 21세기북스 ,2021-03-01,13600,4.5,자기계발,에세이/산문,2023-02-23
  1    ,세상에서 가장 쉬운 본질육아,지나영 (지은이) , 21세기북스 ,2022-09-01,15040,5.0,좋은 부모,가정/생활,2023-02-23
  2    ,초등입학 엄마의 비밀노트,지서영 (지은이) , 이페이지 ,2023-01-01,1000,5.0,좋은 부모,가정/생활,2023-02-23
  3    ,자발적 방관육아,최은아 (지은이) , 쌤앤파커스 ,2023-01-01,12000,5.0,좋은 부모,가정/생활,2023-02-23
  4    ,"어머니, 사교육을 줄이셔야 합니다",정승익 (지은이) , 메이트북스 ,2023-01-01,10200,5.0,좋은 부모,가정/생활,2023-02-23
  5    ,어떻게 말해줘야 할까,"오은영 (지은이), 차상미 (그림) ", 김영사 ,2020-11-01,11070,5.0,좋은 부모,가정/생활,2023-02-23
  6    ,못 참는 아이 욱하는 부모,오은영 (지은이) , 코리아닷컴(Korea.com) ,2017-06-01,11800,5.0,좋은 부모,가정/생활,2023-02-23
  7    ,공부머리 독서법 : 실현 가능하고 지속 가능한 독서교육의 모든 것,최승필 (지은이) , 책구루 ,2018-07-01,12000,4.5,좋은 부모,가정/생활,2023-02-23
  8    ,아들의 뇌,곽윤정 (지은이) , 포레스트북스 ,2021-10-01,10500,5.0,좋은 부모,가정/생활,2023-02-23
  9    ,0~5세 말걸기 육아의 힘,김수연 (지은이) , 위즈덤하우스 ,2020-09-01,12250,5.0,좋은 부모,가정/생활,2023-02-23
  10    ,베싸육아,박정은 (지은이) , 래디시 ,2023-02-01,15400,5.0,좋은 부모,가정/생활,2023-02-23
  11    ,똑게육아,로리(김준희) (지은이) , 북로스트 ,2022-05-01,14940,5.0,좋은 부모,가정/생활,2023-02-23
  12    ,기분대로 아이를 키우지 않겠습니다,곽윤정 (지은이) , 포레스트북스 ,2022-11-01,10500,5.0,좋은 부모,가정/생활,2023-02-23
  13    ,난독의 시대,"박세당, 박세호 (지은이) ", 다산스마트에듀 ,2022-12-01,12600,4.5,좋은 부모,가정/생활,2023-02-23
  14    ,부모 인문학 수업,김종원 (지은이) , 청림Life ,2022-07-01,11200,5.0,좋은 부모,가정/생활,2023-02-23
  15    ,똑똑한 아이낳는 탈무드 태교 동화,글공작소 (엮은이) , 아름다운사람들 ,2013-02-01,6000,4.5,좋은 부모,가정/생활,2023-02-23
  16    ,잘 자고 잘 먹는 아기의 시간표,정재호 (지은이) , 한빛라이프 ,2014-09-01,9900,5.0,좋은 부모,가정/생활,2023-02-23
  17    ,스카이 버스,분당강쌤 (지은이) , 다산에듀 ,2023-01-01,12600,5.0,좋은 부모,가정/생활,2023-02-23
  18    ,돌봄과 작업,"홍한별, 정서경, 서유미 (지은이) ", 돌고래 ,2022-12-01,12000,4.5,좋은 부모,가정/생활,2023-02-23
  19    ,영유아 몬테소리 육아대백과,"시모네 데이비스 (지은이), 조은경 (옮긴이), 히요코 이마이 (일러스트) ", 키출판사 ,2019-12-01,11200,5.0,좋은 부모,가정/생활,2023-02-23
  20    ,문해력 수업,전병규 (지은이) , 알에이치코리아(RHK) ,2021-09-01,11200,4.5,좋은 부모,가정/생활,2023-02-23
  21    ,0~5세 뇌가 쑥쑥 자라는 놀이 육아,이보연 (지은이) , 위즈덤하우스 ,2020-02-01,11200,5.0,좋은 부모,가정/생활,2023-02-23
  22    ,수학 잘하는 아이는 이렇게 공부합니다,류승재 (지은이) , 블루무스 ,2021-03-01,11760,4.5,좋은 부모,가정/생활,2023-02-23
  23    ,우리 아이 기질 맞춤 양육 매뉴얼,정가은 (지은이) , 서사원 ,2022-11-01,16000,5.0,좋은 부모,가정/생활,2023-02-23
  24    ,내 아이를 위한 감정코칭,"조벽, 최성애, 존 가트맨 (지은이) ", 해냄출판사 ,2020-02-01,10800,4.5,좋은 부모,가정/생활,2023-02-23
  25    ,예민한 아이 잘 키우는 법,최치현 (지은이) , 유노라이프 ,2021-10-01,12000,4.5,좋은 부모,가정/생활,2023-02-23
  26    ,최강의 육아,"트레이시 커크로 (지은이), 정세영 (옮긴이) ", 앵글북스 ,2018-07-01,11300,5.0,좋은 부모,가정/생활,2023-02-23
  27    ,아이의 진짜 마음도 모르고 혼내고 말았다,"모나 델라후크 (지은이), 서은경 (옮긴이) ", 웅진지식하우스 ,2022-08-01,12600,4.5,좋은 부모,가정/생활,2023-02-23
  28    ,조금 느린 아이를 위한 발달놀이 육아법,"오카다 다카시, 시노하라 아야, 하야시 카나 (지은이), 황미숙 (옮긴이), 한경근 (감수) ", 예문아카이브 ,2015-05-01,12640,0.0,좋은 부모,가정/생활,2023-02-23
  29    ,적당히 육아법,황미숙 (옮긴이) , 웅진리빙하우스 ,2020-03-01,11200,5.0,좋은 부모,가정/생활,2023-02-23
  30    ,내 아이의 강점지능,"곽윤정, 강민수, 이지혜, 엄채윤 (지은이) ", 21세기북스 ,2013-02-01,12800,5.0,좋은 부모,가정/생활,2023-02-23
  31    ,천재가 될 수밖에 없었던 아이들의 드라마,"앨리스 밀러 (지은이), 노선정 (옮긴이) ", 양철북 ,2023-03-01,9800,4.5,좋은 부모,가정/생활,2023-02-23
  32    ,4~7세보다 중요한 시기는 없습니다,이임숙 (지은이) , 카시오페아 ,2021-08-01,11200,5.0,좋은 부모,가정/생활,2023-02-23
  33    ,케이크를 자르지 못하는 아이들,"미야구치 코지 (지은이), 부윤아 (옮긴이), 박찬선 (감수) ", 인플루엔셜(주) ,2020-10-01,11000,4.5,좋은 부모,가정/생활,2023-02-23
  34    ,신의진의 아이심리백과 : 0~2세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,10000,5.0,좋은 부모,가정/생활,2023-02-23
  35    ,불안한 엄마 무관심한 아빠,오은영 (지은이) , 김영사 ,2021-04-01,11070,5.0,좋은 부모,가정/생활,2023-02-23
  36    ,임포스터,리사 손 (지은이) , 21세기북스 ,2022-01-01,14400,5.0,좋은 부모,가정/생활,2023-02-23
  37    ,칼 비테의 자녀교육 불변의 법칙,"칼 비테 (지은이), 베스트트랜스 (옮긴이) ", MIREDU(미르에듀) ,2011-09-01,490,4.5,좋은 부모,가정/생활,2023-02-23
  38    ,엄마의 말 연습,윤지영 (지은이) , 카시오페아 ,2022-10-01,12250,5.0,좋은 부모,가정/생활,2023-02-23
  39    ,우리 아이 괜찮아요 1 : 마음편,서천석 (지은이) , 예담Friend ,2014-11-01,6930,5.0,좋은 부모,가정/생활,2023-02-23
  40    ,메타인지 학습법,리사 손 (지은이) , 21세기북스 ,2019-07-01,14400,4.5,좋은 부모,가정/생활,2023-02-23
  41    ,당황하지 않고 웃으면서 아들 성교육 하는 법,손경이 (지은이) , 다산에듀 ,2018-03-01,9800,3.5,좋은 부모,가정/생활,2023-02-23
  42    ,ADHD 우리 아이 어떻게 키워야 할까,신윤미 (지은이) , 웅진지식하우스 ,2022-09-01,12600,5.0,좋은 부모,가정/생활,2023-02-23
  43    ,작은 변화에도 걱정이 많아지는 예비 엄마들에게,전종관 (지은이) , 시공사 ,2021-12-01,12600,5.0,좋은 부모,가정/생활,2023-02-23
  44    ,신의진의 아이심리백과 : 3~4세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,10000,5.0,좋은 부모,가정/생활,2023-02-23
  45    ,믿는 만큼 자라는 아이들,박혜란 (지은이) , 나무를심는사람들 ,2019-10-01,9660,5.0,좋은 부모,가정/생활,2023-02-23
  46    ,하루 5분 아빠 목소리,"정홍 (지은이), 김승연 (그림) ", 예담Friend ,2014-01-01,11200,4.5,좋은 부모,가정/생활,2023-02-23
  47    ,베이비 몬테소리 육아대백과,"시모네 데이비스, 주니파 우조다이크 (지은이), 조은경 (옮긴이) ", 키출판사 ,2021-07-01,11900,5.0,좋은 부모,가정/생활,2023-02-23
  48    ,초등 자존감 수업,윤지영 (지은이) , 카시오페아 ,2019-10-01,10500,5.0,좋은 부모,가정/생활,2023-02-23
  49    ,감각 통합 놀이,"석경아, 변미선, 강은선 (지은이) ", 소울하우스 ,2021-05-01,10500,5.0,좋은 부모,가정/생활,2023-02-23
  50    ,완전학습 바이블,임작가 (지은이) , 다산에듀 ,2020-08-01,11900,4.5,좋은 부모,가정/생활,2023-02-23
  51    ,틀 밖에서 놀게 하라,김경희 (지은이) , 쌤앤파커스 ,2020-08-01,12460,4.5,좋은 부모,가정/생활,2023-02-23
  52    ,10대 놀라운 뇌 불안한 뇌 아픈 뇌,김붕년 (지은이) , (주)대성 ,2021-08-01,9400,5.0,좋은 부모,가정/생활,2023-02-23
  53    ,아이 마음에 상처 주지 않는 습관,이다랑(그로잉맘) (지은이) , 길벗 ,2019-05-01,10500,4.5,좋은 부모,가정/생활,2023-02-23
  54    ,영혼이 강한 아이로 키워라,조선미 (지은이) , 쌤앤파커스 ,2017-06-01,9800,5.0,좋은 부모,가정/생활,2023-02-23
  55    ,다시 아이를 키운다면 (개정판),박혜란 (지은이) , 나무를심는사람들 ,2019-05-01,9660,4.5,좋은 부모,가정/생활,2023-02-23
  56    ,나의 다정하고 무례한 엄마,이남옥 (지은이) , 라이프앤페이지 ,2020-08-01,10500,5.0,좋은 부모,가정/생활,2023-02-23
